,name,title,rating,date,text,helpful_vote
110,Mahi,Overall good product!,5.0,2 December 2021,So i am a normal person like you if you read this comment you will know all about the product so here is my poin of view i get this product in 2199 which is quite high price but the product worth it i have 60kg weight and i am 16 years old i order this becaouse i have regularly going to the gym there is no problem in absorption at all which i see in the comments so i will share my result after finishing it!,
111,𓆩Himanshu𓆪,ITS GENUINE PRODUCT ❤️,5.0,20 January 2022,"Make sure before purchasing check who's the seller if it's MuscleBlaze then it will be 100% genuin product!  I choose this protein coz it's trurly Accurate with its content and before i have tried MB Fuel One Whey ( Chocolate ) it's better in taste as compared to Biozyme , And about results Yes FuelOne was good and satisfying Now I'll be trying Biozyme",
112,Smitking,One of the best protein powder out there,4.0,7 January 2022,I am always on the hunt to try out the best protein powders in the market. I read some MuscleBlaze biozyme whey protein reviews online and gave it a try and there I am myself writing another one. The Product is fantastic with no bloating issues which i was facing with many protein powders. This is a must-have protein powder in your diet.,
113,Ankur,Not any review is perfect it is a perception game,4.0,7 August 2022,Packing is so good but more important if some money saved from packing  and give it at  cheap to customer mixability great but not shown effect like on suppliment consumed one.month daily 1scoop .,
114,Mansi choudhary,Best recovery package for my sports,5.0,24 May 2022,"The media could not be loaded.
                



 MB biozyme has proved me best by fast recovery in my intense workout sessions m. Moreover, it’s availability in small size helps me to take it to my competitions . I love it’s rich chocolate flavour but you must try kesari thandayi flavour too. Thanks to my gym buddy for recommending it.",
115,Emmanuel W.,Price hike,3.0,14 July 2022,"The Muscle Blaze company seems to have excessively greedy, every now and then, increaseing the prices. I fear lest it should cause its fall and people go for an alternative since it is overrated also.",
116,Amarnath,It's an effective product.,4.0,18 August 2021,MB Biozyme whey performance  is really a good product. It has a faster absorption rate in comparison to its previous products. The flavor of this product is quite good but it may not be good for everyone but can be bearable.  Yes it's value for money but it's should be less priced so that poor people also avail its benefits.,
117,yugavaanraj,Worst product,1.0,2 September 2021,"Muscleblaze creating only hype to customers product was really worst, After consuming I will get bloating and flavour also to bad I tried lot's of product this whey protein was useless now a days muscleblaze product was worst",
118,Amazon Customer,Note the high amount of cadmium,1.0,27 January 2022,"Their lab report mentions half the daily dose of cadmium in one scoop, so make sure to keep that in mind when taking this shake. I personally only took a few scoops I had 0 side-effects but probably best if avoided especially if you have a diet which already has some cadmium.",
119,DushyantSingh,Amazing mixability with great taste and packaging.,5.0,18 September 2021,"I've been using muscleblaze from past 3 months and my experience is truly amazing, the taste is great it's affordable as well in this price range it's one of the best whey protein available along with the promising brand name of muscleblaze gives it even more and the bioenzyme certificate assures that also you can check the code and product by freshness seal.  Go for it it's amazing.",
120,Dipanshu,There is no seal or code to determine the orignality of product .,1.0,5 April 2022,"The media could not be loaded.
                



 I cannot use the product because the seal was not present and the code given by the compaby is not there",
121,Aditya,Works great,5.0,7 June 2021,"It's good Absorption, I bought Mango flavor and it's tasty, feels good in Tummy, no bloating issue with Biozyme as it happen before with MB other products and other brands protein, I would recommend this.",
122,Akshay G.,excellent product,5.0,6 April 2022,i bought vanilla ice cream flavour and it was really nice also creatine helped me a lot for lifting heavy…before creatine 60 kgs was my squat and now it has increased to 100 kgs…awesome results,
123,sandeepbhajan,Worst Protein,1.0,12 May 2022,I use As it is protein and ON whey Protein they are very good but this Muscles Blaze protein is the worst it’s gives me stomach aches,
124,Lekhi Singh,Excellent product,5.0,9 February 2022,Very good product. Amazing taste. Mixability is also good plus good for digestion as it says.Gives a good amount of protein per scoop and most of people face problem of scoop getting inside the powder. Here Mb has innovative way to put a special spot on the top so that the scoop stays above the powder and its easy for you to use.,
125,Tanmay J.,Gonna buy it again ! However low mixability,4.0,25 July 2022,"1)The Protein tastes slightly salty2) Mixability is not so good. ,I have to use blender3) can be more rich chocolate 🍫4) Protien quality is good5) Mera wala Informed Sports , or Labdoor certified he US or UK se , or kya chaiye !!",
126,Keerthi josh,Great product for beginners,5.0,29 July 2022,"Easy digestion and effective in long term , recommend it to all . Buy 500g and check if you have intolerant to whey if the answer is no then go all out and buy the flavours you wanna try , trust me you won’t regret it ..I use after workout session and it’s working out for me",
127,Rajkumar meher,Test is vry delicious,5.0,26 April 2021,It's was really amazing fantastic  I love it test was great testing plz guy's use & review this product details,
128,S,Good protein powder,4.0,13 August 2021,This protein powder is quite good + u get labdoor quality certification.Mix ability is goodTaste is okNo bolting issue do farGot 3 MUSCLEBLAZE BCAA PRO pack free with this …but believe me this taste like ass 😖 to me,
129,Alpha,Caused abdominal issues,1.0,30 April 2022,Caused abdominal issues after consumption. It may not suit everyone. Thanks to Amazon for a hassle free return and their service - Customer centric!PS: I am not a beginner.,
130,Anuj,worth the money,5.0,20 August 2021,"the product is overall very good and the taste is on point I loved the taste very much the scoop on the top thing is very sick hahaha. Its the small things that matter, the powder gets mixed with water very easy and didn't feel any bloating after drinking it like other protein in the end totally worth it and bang for buck good for beginners too",
131,Viktor,Genuinely easy to digest,5.0,16 July 2022,This actually was really easy to digest compared to other wheys. I did have a slughtly stronger pump with On but this also has a decent amount of protein minus the isolate.,
132,shreshtha sudan,HORRIBLE TASTE,3.0,16 September 2021,"I don't know if all flavoured wheys taste like this but It's so painful for me drink this everyday I'm sorry. Rich chocolate doesn't taste like chocolate at all, It feels way too sweet and nothing else. I'll stick with my raw whey from next time, Atleast it has flexibility to try different things with it",
133,Umang Uniya,Ok ok flavour,4.0,10 June 2022,I generally buy MB supplement from long back. I hear about this kesar thandai flavour is very delicious but it's not met the expectations. All other things are fine. I recommend to go with chocolates or cookies and cream flavour.,
134,Rahul,Doubt whether its fake,1.0,29 June 2022,I doubt whether the product is fake or not. As i can feel fine particles while mixing and drinking with water. I had used whey earlier and it should be creamy,
135,Amazon Customer,Pathetic quality whey,2.0,21 June 2022,This is a very cheap quality whey..... Go for the expensive one rather than saving 500-1000rs.....you will regret it later......... Vanilla falvour is absolutely disaster......... I had stomach ache after I consumed this nd yesterday I threw up in my bathroom after consuming this..... Really awful experience would never recommend to someone,
136,Anshuman,Best protein,5.0,18 May 2022,"Protein quality is good, Taste is also awesome, Best protein for beginners ,💪Meine eska lab test be kraya tha uske per scope 25g protien nekla genuine productThanke muscle blaze for this product in under budget",
137,Amazon Customer,Milk powder,2.0,17 March 2022,कुछ खास नही है रिजल्ट भी इतना अच्छा नही है मसल्स पंप नही हुए एक माह ईस्तेमाल करने के बाद,
138,Nitin Sheth,"Too Sweet,",3.0,1 August 2022,"one should never go for Vanilla flavour. Unique arrangement is made to hold the spoon. However don’t see really any utility, in fact it is problematic",
139,AVIRAL aggarwal,overall good protein powder with great taste,4.0,12 May 2022,"The media could not be loaded.
                



 protein digest easily due to digestive enzymes in it and its mango flavour really tastes good",
140,Piyush Chauhan,"Great authentic product, does what it claims to do",4.0,11 August 2021,"The product is pretty good, the one I recieved was a genuine unit as you can verify its authenticity. It feels alright to drink nothing special, but personally for me it has not caused any bloating or other problems till now. One complaint, the chocolate flavour doesn't taste as good as other brands', it's not enjoyable to drink but it's good enough to atleast be tolerable.",
141,Rishikesh N.,"Got genuine product, tastes good",5.0,3 July 2022,"The media could not be loaded.
                



 Good packaging, well thought through scoop holder, tastes great, feels good after a good pump",
142,Sumit,Don’t think on customers bad review,5.0,2 August 2022,"Hello im allergic to some whey protein isolate and some concentrate, but this biozyme is absolutely suits me, im using this about 10 days there is no reaction, i will surely upload how much this is effective on muscle growth in next box of whey.. as of now this is great to buyGreat mixability, flavour on high end bhailog.",
143,SAJID,This is the best product i have used so far.,5.0,7 January 2022,"The flavour is amazing, you can drink it very easily. It suits really well with my body no issues of digestion or anything. I would say it's the best protein powder i have used so far.",
144,Prakash soren,value for money ❤️❤️,5.0,18 August 2021,I have used many brands of protein shakes in last two years and currently I am using Muscelblaze protein shakes. It was suggested by one of my friends and it is the best protein shakes I have used till now. It helped me in gaining muscles and stamina. They sell it directly so it is always authentic and price they offer is worth every penny for the quality they offer,
145,Jaggy,Worst whey ever,1.0,17 August 2022,Very bad bitter taste first week of use i only got diahrrea and 2nd week started with vomitting after consumption of this kindly dont buy the mango flavour thanks,
146,manish,A Complete protein,5.0,24 March 2022,"If you are looking for a protien supplement for your diet, this one is a great product. It has a good taste, not too sweet. It mixes easily as compared to other brands and other products of muscle blaze. Doesnt result in bloating and any kind of stomach issues. go ahead with this.",
147,Amazon Customer,Easy afterfeeling,5.0,22 March 2022,"I have slightly weak liver, still I found it easily digestible. It has some laxative effect as well...This is my experience of three days, took 1/2 serving perday. I am a beginner and exercising at home.Taste is pleasant. Not too chocolaty and not too sweet. No medicinal taste as well.",
148,Minhaj Sadaf,Superb,5.0,22 July 2021,"Really good product, verified and authenticated with Muscleblaze. Good for muscle building as well.",
149,kamini Ghai,Not recommended,2.0,10 August 2022,Digestion problem.. Whenever I consume this my stomach get upset and full day I feel bloatingness..feel like puking full day . I used other brand which is far better than this in same price..,
150,Harsh Gupta,Flavor and the packaging is best.,5.0,23 January 2022,Muscleblaze biozyme is easily mixed in the water. We get a great protein shake in just less than 30 seconds. And the good this is that the chocolate flavor is very nice. And the best thing of this brand is it's authentication system.,
151,regrtnothng,it's A+ rated...,5.0,14 April 2022,"if something has been certified for quality, do you still need to think twice before buying?. A+ rated on labdoor, it was surprising, indian brand doing that well, muscleblaze way to go. 👍",
152,yash sharma,Worst product by MB I have ever used.,1.0,8 May 2022,I personally request you first take 1-2 kg sample then go for 4kg. My experience has been the worst with this.It makes milk very thick then you can't even drink that milk.Flavour is moderate.,
153,Dr Avneesh Kumar,Too much sweet,3.0,2 April 2022,It's like having sugar spoon. Taste is good.,
154,Aniket K,Worth buying 👌 & Amazing results,5.0,7 October 2021,"A big Thank you to Muscleblaze for the amazing product. Super effective, unmatched taste and results. Would definitely recommend this to people who are looking for a effective results.Highlight: the magical mango flavor is by far the best and superb tasting supplement I ever tasted.... kudos to Muscleblaze and team.",
155,pargat,Jus odered 1st Time,5.0,9 July 2022,"The media could not be loaded.
                



 I ordered 1st tym, abhi order aya hai 4 day m order aa jata hai.Product look like proAbhi half scoop piya mene taste boht bdia haiProtein ke dhakan se pehle hi khushboo ane lgti haiAbhi puri quality10-15 din main pta chlegi",
156,Uday Yadav,Overall the Product was good !,5.0,17 August 2021,"The Product is too good, yes! it meets my expectations. and I also received a muscle herb capsule sample pack, but I was expecting to get a Bcaa sample but overall the product was good and the taste was like an chocolate shake which we order from a reputed cafe",
157,Ajit jadhav,Puchase another flavor than chocolate Hazelnut please,3.0,22 October 2021,"Please stop this Chocolate hazelnut flavor it feels like womating.Please go for Mango and other flavor,I was wrong I would buy mango flavor but I buyied hazelnut flavor.It is superb I loved this Mb biozyme performance whey protein but taste I am feeling like womating.Value of money go for it but don't go for hazelnut flavor.",
158,ayan p.,THANK YOU MUSCLEBLAZE AND AMAZON.,5.0,14 July 2021,"thank you i got 3 stick BCAA with bio-enzyme. thank you amazon for fast delivery.whey protein test and mixable is very good.MB BCAA - test, texture, smell, very good....",
159,Amazon Customer,Liked it overall,4.0,19 May 2022,"I personally trust this brand and have been using in past as well, so definitely they have improved alot and best in Indian market I can say, comparing with the other products which I've used till now.",
160,hemakumaran,TOO SWEET,3.0,24 June 2022,"It mixes well,absorbs well..no bloating and stuff...but the flavour is too sweet.didnt expect chocolate to be this sweet",
161,shiva s,Do not go for hazelnut flavour,2.0,14 May 2022,2 stars cuz of the bad flavour,
162,Shaikh Nawaz,HIGHLY RECOMMENDED,5.0,11 July 2022,"Trust me guys i have used many proteins but this one is just amazing,now i have been stick to MB biozyme.....Go for mango flavour it taste way good then chocolate ❤️",
163,Jadeja brijrajsinh,Best fruity flavour ever,4.0,21 February 2022,If you want to buy fruity flavour you should buy mango flavour definitely and never ever buy vanilla flavour it just tastes like medicine,
164,Ashish,Very bad taste,1.0,5 September 2021,Cho folate flavour doesn’t taste like chocolate at all. It’s horrible. Any other brand will give u much better taste. Will never buy muscleblaze again.,
165,Shiv shanakar yadav,Way sweet and didn’t find any result just wasted the money,1.0,7 November 2021,It’s just waste of money I took coz of advertisements but all these people makin us fool I’m regular consumer of Myprotein best in market I can say,
166,Music s.,Very good protein,5.0,29 August 2021,This is one of the best tasting protein powder I've ever tasted.I bought the chocolate flavor and it tastes phenomenal.It absorbs very quickly in water/milk as well.Highly recommend this product,
167,vikram,off season mango shake,5.0,30 September 2021,"tasty flavour, feels like drinking mango shake. but have it instantly, if you will prepare it to drink it later the flavour chances to sour instead of sweet, may be because of its artificial flavouring. the rest its perfect, no bloating. good recovery.",
168,Biswajit Sarmah,Great product highly recommended,5.0,15 July 2021,Good and genuine product flavour is nice and can feel the absorption from the first day..,
169,DEBOPAM RATH,Better quality product with much better absorption.,5.0,23 August 2021,"The media could not be loaded.
                



 Its a labdoor test product which gave us a assurance and trust to use it. The nutrition value are upto the mark and absorption quality of the Biozyme Whey Performance is much better than the others in comparison.",
170,Trinath,Superb Flavour,5.0,15 June 2021,"The best I have hadI have tried GNC vanila, MB chocolate but this Flavour is tooooo good .....",
171,Ranjeet Kumar,Bekar h,1.0,5 December 2021,"Kuch fayda nhi hua 4000 rupaye wasteDon't buy it just a waste of moneyBekar h chutiya bnate hPoora dabba khali hone wala h but jesa tha abhi tak vesa hi huDon't buy it, just waste of money and time",
172,Suraj,Shandaar,5.0,3 May 2022,"Ek no protein. Shaandar, Jabardast, Jindabad",
173,Tusharsoni,"Amazing product, great taste and effective results",5.0,2 September 2021,"Its my 2nd time ordering this whey. It is really effective, the results are clear, the taste is great and over-all the product is worth the money",
174,Niraj Gajjar,Good product,5.0,31 July 2021,"Good product. Good flavours, tried chocolate and magical mango flavors. Ordered 3rd time and will go for regular purchase in future.",
175,Jaydas patil,Bad,1.0,1 January 2022,"The media could not be loaded.
                



 Bad",
176,Baldev S.,Best,5.0,14 September 2021,Best in this price range..good absorbency and no bloating!..i have a very sensitive stomach and most of the brands i had used do bloat my tummy up but mb does it right..the enzymes work..best value,
177,Vinayak rana,This product is worth the price,5.0,12 August 2022,This whey protein is overall a very good product in this price range. This chocolate flavour is really good and I don't even feel any indigestion during regular consumption.,
178,Mudit Ranjan,"Nice product, I got the genuine one.",5.0,21 June 2021,"Nice product, I got the genuine one. You can scan the QR code on the box for authentication and then open its seal. Would be Better. Overall it's good , anyone can have whey protein, it's just a by product of paneer extract water.",
179,Rohan,Great taste,5.0,22 December 2021,Good to see MB is exploring interesting flavours,
180,Dr SANDESH YADAV,Good quality supplement in a reasonable price.,5.0,23 July 2021,Great option for those who cannot afford 3kg/5kg bucket of supplement.,
181,Shantanu Sood,Good product for a good price!,5.0,2 February 2022,"Does the job as it's supposed and for a very competitive price, definitely recommend!",
182,Akshay Jaiswal,Good,5.0,12 August 2022,Good,
183,Ketan Sharma,Ketan sharma,5.0,30 April 2022,Amazing product it help me in recovery and it tasted  good chocolate flavoud  is nice,
184,Prithveer,Chalky and synthetic,2.0,29 April 2022,Won’t buy again.,
185,Ganpatraj,Super protein powder 💪,5.0,14 March 2022,Very nice product and super protein powder 👌💪 MuscleBlaze Thank you 👍👍,
186,Ananthakrishnan,New journey with Muscle Blaze,5.0,12 July 2021,Genuine product.. Price is comparatively cheap than mb website... Thank you,
187,ashutosh,Love the flavour,5.0,6 February 2022,"I have order muscle blaze biozime whey really love the flavour, packaging and authentication looking forward to purchase more of that item",
188,Rudratej Tiwari,Best Budget Protein in Indian Market,5.0,8 May 2022,I wish I could give 10 out of 5 in Flavour for this protein.,
189,Pratik pillewan,What is this behaviour mb ?,5.0,26 July 2022,This is sad,
190,Mukul💖Nikita,Best Quality in reasonable price.,5.0,5 September 2021,"Its the best protein supplement i have ever used, best in taste, best in quality, i have seen good results after using this.",
191,amit,Non digestible  makes stomach upset,1.0,31 December 2021,Upset stomach,
192,Pritam Laishram,No doubt hurry to buy🙃,5.0,15 November 2021,I have been using mb brand product but biozyme is unique in flavour and performence,
193,Virendra Kumar,"Original, taste's amazing",5.0,13 July 2022,I was concerned about the quality of the product but it was original from muscle blaze I am using it for 2-3 days and it's quite promising,
194,Ranajit Mondal,I Like it,5.0,20 August 2021,Realy good quality. Great performance.,
195,Kumar,Best for Beginners,5.0,5 July 2022,The perfect product to maintain protein,
196,Atul,Great Taste...,5.0,8 July 2021,Magical Mango tastes like mango shake. Love the taste . Will definitely order again.About result... Will update in a few weeks.Price should be around 1800.,
197,Varadath,Easily dissolving texture ❤️,5.0,22 May 2022,The absorbency is a great factor and as it have excellent ratio of protein to bcca it’s very good for beginners,
198,#HonestCustomer,Breach,1.0,6 February 2022,Breached item.,
199,Davender,Seen this kind of best in package,4.0,30 April 2022,,
200,Cheenal goyal,Perfect for beginners,5.0,18 February 2022,It tastes like heaven.. Helps with smooth digestion.. it’s excellent for beginners. Do try.,
201,Siddhant,Works like a miracle.,5.0,20 March 2022,A friend suggested,
202,Shibesh m.,"Smells good, feels good",5.0,10 August 2022,,
203,mohd zaffaryab hyder,It's mixability is poor and the flavour is not bad that's it..!,2.0,8 December 2021,The flavour is normal but taste as normal chocolate and the mixability if the power is poor u need toh shake more it is mixed..! Buy if u don't have money for good isolate,
204,Shashwat maurya,Worst product,1.0,22 June 2022,"Worst protein ,this didn't digest ,it has side effects.",
205,Suraj Kumar Prasad,Authentic Product,4.0,29 August 2021,This is the first time I took protien powder. Go for it. All take this post workout 💪 and with chilled water.,
206,shashank,Superb product..Love the taste,5.0,5 February 2022,Excellent product. Excellent taste. Recommended for beginners,
207,Anoop Nair,Great Flavour!,5.0,14 September 2021,The flavour is very good. It dissolves quickly in water. Easy to make and no digestive distress.,
208,Manik Verma,Great product,5.0,17 May 2022,Wonderful absorption 👍,
209,Sankalp,Nice product,5.0,7 February 2022,The protein is nice and tasty its a good product for beginner’s and it is also affordable packing is good and arrangements are also good,
210,Shadab Gour,Quality protein,5.0,1 August 2022,Loved it,
211,Aashish,Value for money,3.0,26 October 2021,Value for money,
212,Aniket Deshmukh,Nice product,4.0,26 July 2022,Authentication of product Thank you,
213,Harpreet,Quality is good but taste is average.,3.0,2 May 2021,Taste is not up to the mark.,
214,Praveen Kumar mishra,Good quality,4.0,13 April 2022,Good product,
215,SHASHANK KUMAR TYAGI,"Poor product, I am a professional body builder, I consumed it nd have had a very worst experience",1.0,29 April 2022,The media could not be loaded.,
216,Atul soodan,Digestion issues,1.0,9 May 2022,You are going to get digestive issues after having this..,
217,yashraj gade,Not good,1.0,13 August 2022,Not good,
218,Jeetu rajawat,Good product try once,5.0,10 November 2021,Good product,
219,Mohammad Serajul,Better than other.....,5.0,9 February 2022,I like this product as its mixability and absorbtion rate is better than other whey which I used earlier. I feels the difference ....Taste is ok,
220,Satish Kumar Anishetty Gajula,Hii,1.0,20 July 2022,Different powder stasficaton flavor,
221,AJAY D,Half box is it okay or not ?,4.0,29 June 2022,Recieved only half box...is it okay...?,
222,BHAWANA,Value for money,5.0,24 August 2021,Good product and great in both taste as well as absorption .,
223,Govind Singh,AWESOME PRODUCT,5.0,13 October 2021,मैं पिछले 2 महीनों से इसका सेवन कर रहा हूं।और कमाल के परिणाम मिले मुझे।,
224,Dorjay Gonpa,Great taste love it thanks to this product MB,5.0,21 January 2022,Love it thanks to Amazon😍😍😍👍,
225,Chandra Shekar katrothu,No Muscle growth improvement,2.0,14 November 2021,"Flavour is good but there is not effective in muscle growth, having regularly but there was no result",
226,TVNP,Good quality,5.0,11 July 2021,Recommended,
227,Sambartak Ghosh,The ultimatum,5.0,2 June 2022,One of the best whey biozyme protein which I Ever had....Thanks Muscleblaze,
228,dolly,Great,5.0,25 January 2022,Excellent product with delicious flavour....it gives lota of energy in morning n evening....it's mango flavour is so yummy,
229,anirudh,Selling more than the MRP.,5.0,14 December 2021,,
230,Saurabh porwal,West of money,1.0,9 November 2021,"These supplements are very useless products, there is not even a slight improvement in them. Waste of money",
231,pratik,Value for money product.. Worth buying it.,5.0,15 September 2021,Suitable for my body type.No bloating.Good absorbing.Good Mixability.Good taste.Worth buying and budget friendly product.,
232,Happy,Nice product.,4.0,10 February 2022,I use this as protein supplement to my diet.,
233,Sadab,No,1.0,4 January 2022,Mujhe ye product nhi chahiye,
234,Ansh,Very good product,5.0,3 February 2022,I was taking this whey protein from last 4 months and i love the results,
235,Supriya  Biswas,Don’t buy this!!!!,1.0,29 November 2021,Taste so artificial and bad I can’t describe whereas if u compare protein per gram it costs similar to ON. Will never buy this product again.,
236,Pavan M.,Product is good but it's too sweet,4.0,3 August 2022,It tastes good but company should reduce the concentration of artificial sweetners.,
237,Arif Mohd,Heavy stomach,2.0,29 October 2021,Heavy bloating.not recommendDon't ever take with milk.,
238,Mahendra Verma,Good but high price,4.0,10 July 2022,Price is so high,
239,Dibya,Delegate,5.0,3 June 2022,It's so much helpful for musclegain,
240,gowtham,Genuine,5.0,25 June 2021,Product is good,
241,M G,"It's taste, quality and water solubility good but it's overpriced.",4.0,20 September 2021,"It's taste, quality and water solubility good but it's overpriced.",
242,PA,Easily digestible and great taste!,5.0,3 August 2022,Easily digestible and great taste!,
243,Ajith Varghese,Good,4.0,16 November 2021,"It was a good product with good taste and absorbing. No after taste, no bloating for me… but price is on the high side…",
244,Jaya Shree,Too much sugary,3.0,25 April 2022,When I first time tried this it felt like I was having sugar shake means it was filled with so much sugar 😖,
245,Sparsh,Worth to buy,4.0,26 February 2022,"Package goodOriginal packTaste b thik h , par scitron ka raw better hMixability good",
246,Vignesh,Go for it,5.0,1 January 2022,"After using this product for 3 months, I completed 2 boxes and I can see a lot of muscle improvement.",
247,Hrishikesh,Would 100% recommend,5.0,27 June 2021,Loved the flavour and the quality of the product!!!,
248,Hemalatha,Value for money,5.0,6 September 2021,Value for money 👌,
249,Mr.SB14,Superb 👌💯,5.0,14 December 2021,Very very excellent product guys .test is other compare products very good. my experience this buying products result very good,
250,MD ASIF,Just go for it,5.0,11 January 2022,"The flavor is on the top,absorbency is also but it expensive compared to other",
251,Amazon Customer,Mango flavour amazing try this.,5.0,21 June 2022,Mango flavour amazing try this.,
252,Akash dilip sonwane,Best Whey After ON Buy IT,5.0,15 September 2021,It a good Product But Only whey can not help you to gain muscle you must focus on Diet,
253,Bharat Jagtap,This product really works.,4.0,29 December 2021,"Results can be seen within 1 month of consuming this. It really works, great.",
254,laraib ansari,Awesome product,5.0,27 January 2022,Amazing productBiozyme saves from bloating that the main reason why I'm using this product,
255,G.K.Khan,packaging & test,3.0,12 July 2021,value for money,
256,Ankit Natekar,Great product,5.0,17 August 2022,"Great taste, solubility and packaging. Best of all, it gives you results.",
257,Mousumi Bhattacharya,Best products,5.0,23 March 2022,This is Best protein powder and flavor is awesome,
258,Amazon Customer,Waste of money,1.0,13 October 2021,Too sweet. Didn't even drink. becomes thick after mixing,
259,Aditya,10/10,5.0,19 May 2022,10/10 go for it ... packing flavour all are great 😃👍,
260,saurabh,Good mango flavour,5.0,6 August 2021,"Really like the mango flavour and dissolve well in water, its only a week, lets see for result.",
261,arvind shrivastav,Good,5.0,12 August 2022,"The media could not be loaded.
                



 Yes",
262,manish v.,Worst taste,3.0,30 January 2022,Taste is very bad.Fells like u r drinking some kind of medicine,
263,Amazon Customer,Doesn’t mix with milk,1.0,20 June 2022,It doesn’t mix with milk.,
264,vivek,Protein,5.0,19 February 2022,Great product,
265,Prashant(baby panda),Good product,4.0,15 January 2022,Nice product and good absorption,
266,moksha,Taste is very bad,1.0,19 August 2022,"It tastes very bad, can't even drink a serving properly",
267,Yash Narkhede,Tastes like Heaven. Mango Flavour,5.0,8 August 2021,"Bought the mango flavoured , Taste is really good plus the bio availability of the product is also very good.",
268,Harsh Nagar,Bad flavour,3.0,28 May 2021,They should add different 🥭 flavour,
269,JAYESH P.,One of the Best flavor and superb digestibility,5.0,11 April 2022,Excellent chocolate flavor with no digestive issues,
270,Mahendra S.,Nice product amazing taste😍,5.0,29 August 2021,Amazing tatse go for it Value for money🤩👍,
271,Kathir,WORTHFUL FOR THE MONEY 💰,5.0,29 December 2021,TASTES AMAZINGMUSCLEBLAZE ALWAYS GIVES QUALITY PRODUCT FOR THE PRICE,
272,Adv.Asim Tamboli,Genuine Product,5.0,14 February 2022,"Very Happy, received genuine product...!!!",
273,Shivam,Excellent solubility in water,5.0,3 April 2022,"Excellent taste, solubility and digestion",
274,Bharat kansal,Best protein I have ever used,5.0,10 September 2021,Taste is awesomeMixibility is awesomeBest protein I have ever used,
275,Naina arora,Doesn't tastes good,1.0,12 January 2022,Doesn't tastes good,
276,Mahesh Agarwal,Its good in taste and texture and really effective,4.0,12 February 2022,Tasted very good and was effecting in making me healthier and stronger 💪,
277,Amit bhayani,Superb.....,5.0,8 August 2021,Flavor of chocolate is very tasteee.i feel light in stomach after i took it.no digestion problems.,
278,Sushil Rankawat,Smell,1.0,27 December 2021,Dont buy this product bcoz i recive and taste this but i found in smell this protein😌,
279,Chaitanya Mehta/ Manila Mehta,Good enough,4.0,11 February 2022,Good product.,
280,Rajesh,Great product different packing amazing,5.0,5 July 2021,"Packing amazing scoop on the top very good, MB BIOZYME WHY PROTINE is great.",
281,Seema rana,Yes it is good taste and value of money,5.0,16 February 2022,Ys I like this product,
282,Sharanjeet,Save product 💪💪,4.0,21 April 2022,Good product 👍,
283,Praveen patel,Good product,5.0,25 June 2021,Very good product value for money,
284,viddin,Good product,5.0,12 March 2022,Good product,
285,Arijit Misra,Best for my family...,5.0,5 January 2022,This is the best protein supplement for my family,
286,Vijay Jain,best protein ever..😍😍👌,5.0,18 May 2022,Best Flavour Best Protein,
287,MANJEET KUMAR GUPTA,Too Sweet,3.0,14 August 2022,Too Sweet,
288,Mrs. L.,It's nice,4.0,15 March 2022,Tastes like coconut.  Nice product.  Good taste.,
289,Akansha Rai,Best product,4.0,20 August 2021,This product is amazing I like the flavor and absorbency is great,
290,Laxmi chourasia,Costly,1.0,22 September 2021,Not for value of money. Very costly product,
291,Harsh Rajawat,"Good, effective and affordable product.....",5.0,18 July 2021,Seeing results and  changes in me in one month of using this product,
292,Sanil,Good product,5.0,2 July 2022,Guinuie product,
293,Shubham tripathi,Good one,5.0,22 December 2021,Useful at low price,
294,Santosh moirangthem,Good protein,5.0,18 July 2021,Smooth flavourful tasty and it directly hit upon muscle good protein,
295,ajay,not justify the price,1.0,14 December 2021,"has medicine like smell ,bad mixibility and tast",
296,Jaya dey,I see so many add but blv me its one of the best protin,5.0,12 February 2022,I see so many add but blv me its one of the best protin,
297,Michael rockon,Superb product,5.0,18 July 2022,I like it this product in 1 year's,
298,sandeep,Good,4.0,4 May 2021,Nice product,
299,Amazon Customer,Great taste,5.0,8 August 2021,It's a really good product with good absorption rate and a great taste.,
300,chander pal,very good product,5.0,10 July 2022,very good product for daily need.,
301,Yogesh buchale,I have surprise to see,5.0,7 January 2022,The media could not be loaded.,
302,Shahid Parvez,Its helpfull guys... Go for it,5.0,6 July 2021,We like the product and we bought it for health fitness,
303,Kunal,Original product,5.0,21 July 2021,Good quality and tasteThanks Amazon for genuine product,
304,Akshay j.,Mixibility is gud,4.0,2 July 2022,Nice product,
305,Amazon Customer,Utha lo...shi hai..,5.0,29 June 2022,Utha lo...shi hai..,
306,Nikhil Mulchandani,Very sweet in taste,1.0,13 December 2021,"It’s very sweet in taste,Not worth 2300",
307,om Prakash salvi,Amazing,5.0,25 August 2021,Amazing Product,
308,Anuj Kumar,Thank you Amazon,5.0,30 July 2022,Very good product,
309,Anirban D.,Marvelous product for Indians fitness lovers,5.0,17 August 2021,I like this product for labdoor certification and genuineness,
310,Suraj Dhari,Awesome Product,5.0,17 June 2022,Awesome Products,
311,Shubhiam,My first mb,3.0,19 March 2022,Before 2 month...end😕,
312,Radhesyam yadav,Very lovely 😍,5.0,27 May 2022,Very nice 👌😍🥰,
313,Rohit Soni,Nice product good packaging,4.0,19 August 2021,Nice flavour good absorbency value for money,
314,Anil Kumar paikra,Bahut hi effective hai ❤️❤️,4.0,9 March 2022,Bahut hi majedar test hai,
