,name,title,rating,date,text,helpful_vote
158,Subhadeep Bera,Excellent,4,14-Jun-19,Excellent...match my expectation.,1
159,Rs,Nice product.,5,12-Feb-19,Amazing,3
160,Chamkaur,Mix ni hota fuddu products bayia passe mat kharab karna,1,28-Sep-19,Bakawass products fakeee,1
161,Rocky,Not upto mark,1,2-Mar-19,"It's not help at all to build muscle, I didn't any transformation using this product.",1
162,Chetana,Genuine product.,5,3-Dec-18,The quality is good. Tastes nice. Good packaging. Order delivered in time.,1
163,soumik Rooj,Must try,5,22-May-19,Nice product from gnc..,1
164,Gurpreet singh,Gnc pro performance whey supplement is the best supplement,5,4-Oct-19,Best supplement,1
165,Anshu,Seal broken,1,9-Sep-19,Fake,1
166,akhil,No shaker inside,1,25-Jan-19,No shaker inside ??°,1
167,Rachit,Genuine product,5,18-Oct-18,Genuine GNC product.Loved it,3
168,Gaurav Raj,Zero effect!,2,21-Oct-21,"I am giving this review after 10 days of continuous usage. Mixability is poor, forms lump in milk, i faced bloating problems several times even after doing severe workout , flavour is good but too much sweetness mainly due to maltdexterin.....overall it's my first protein and didn't showed any effects, not even in recovery so i'll not buy it again.",1
169,Suman Das,GNC PRO PERFORMANCE : 100% whey - One of the worst experienced Protein Supplement,1,29-Jan-19,"One of the worst protein supplement I ever consumed . Miscibility score : 0/5 , Tase: 1/5 ( chocolate varient tasted ) , Post workout consumption satisfaction ( in terms of efficacy)  : 2/5 , protein per scoop : 3/5 , Powder fineness : 1/5 .",6
170,Sahil kumar,Don't buy,1,19-Oct-19,Refund not done  product dnt buy,1
171,Ama,Waste of money,1,13-Jan-20,Waste product,1
172,Nagendra kumar R,Good,1,7-Jul-19,good,1
173,Yash Kumar,best protien ever,5,10-Feb-20,I was so afraid to buy gnc because its a international product and i dont want any duplicasy in it. but thank god i received original product. This pro performance has a very good mixibility and taste. I personally like this choco fudge so much. I can see the visible results on my arms and chest. Looking forward to buy it again in future. Fantastic product.,8
174,SACHIN,Strawberry,5,17-Nov-21,"The media could not be loaded.
                



¬†I am using strwabeery of gnc proteinMixability is goodAnd the main thing is tasteTaste is ultimateMene bhut protein use kre h taste nh mila achaIska taste acha h or mitha bhi sahi hOther protein bhut methe hote h",3
175,Babu lal,Go gnc,5,22-Mar-20,"A very genuine product comes from a very genuine suppliment company gnc. Gnc needs no recognition, i am using their products from last 2 years almost, and this is my first time i order it online and my experince happen to be very good. I received original and sealed product. I can see my gains. Loved it",1
176,Saurav Roy,Highly recommended,5,30-Jul-21,I will highly recommend this. Love the flavor. The price is also cheaper as compared to similar products,2
177,Devinder singh,Tempar seal.,1,27-Mar-19,Fake.Beware.,
178,Srinivas Deverakonda,Most effective Whey protein supplement in India,5,24 April 2019,This was recommended by my personal trainer. I was using Optimum nutrition prior to this and found GNC to be better. It mixes well and I love the taste. GNC Pro Performance is the most effective whey protein both in terms of results and cost. And GNC have a very good product authenticity checking system via SMS which I was impressed with. Easy 5 stars.,
179,AJ,Good performance but too sweet!,4,12-Oct-20,"I have tried isolate by GNC before and obviously performance wise that is a little better.However, if we go by price per gm protein, pro performance is not a bad choice.The only let down for me is that it's too sweet! I mixed about a quarter of my old flavorless whey and still the sweetness is overpowering! Strangely it wasn't that sweet when I tried it about 6 months back. Maybe they tweaked it a bit to amuse Indian sweettooth like Coke in India.Nonetheless a good supplement whey in branded entry segment by one of the most trusted brand GNC!",
180,kulbir,Origional not fake,1,30-Oct-19,Fake product product code not matchPls take any step on this product otherwise i will case in high court on your company,
181,Amrut Nadgiri,Not a genuine,1,3-Oct-19,Even im the first the buyer this protein product..like everyone here said became true . Product was unsealed while delivering with no hologram sticker on it. It is my humble request to Amazon if you say we deliver genuine product than live up to that . Don't fool people or else apni dukan Soo will became fraud logo ki dukan.,
182,Amazon Customer,Punch hole in the inner layer sealing.,1,16-Feb-20,"Received the product on 16/02/2020. But the crucial point is that there's a punch hole type sealing in the inner sealing cover. Scratch label is still intact but presence of such a hole creates doubt of its authenticity. Other Genuine protein bands does not have such a punch hole and resealing. Very doubtful Product!!!!Edit: After 10 days of use I found it is the worst in terms of mixability or absorbency, does not mixes fully in water. Lumps are left behind.",
183,Puneet Badola,test is good thanks Amazon still in India we have genuine products,5,20-Feb-19,First time I am using GNC product I used almost every whey protein but with GNC is my first experience test is good and it's sugar free after hit my gym workout I used 1 scope and I feel a good recovery and so much energy I will share u my final review after 20 days then only I can say about the resultThe product is genuine and thanks AMAZON  for it,
184,Vardan Bansal,"100% fake whey, contains salt!",1,16-Aug-20,"I‚??ve been a regular user of whey for sometime now. Upon the recommendation of my gym trainer, I thought of trying GNC for the first time, albeit really scared.Got the product delivered on time, opened it, put a scoop of it in water to taste it, turns out all it tasted like was just pure SALT! Yes, you read it correct, whey protein tasted salty. Even the dry powder without water tasted salty.Never buying this product ever again. 100% fake product and not worth the hassle.",
185,Anmol Rai,It's a good whey protein..,5,16-Sep-21,"It's a good whey protein..The taste is amazing ""Chocolate Supreme""..It's authentic and it came with a scratch code with which you can verify the authenticity of this whey protein..However the results depend upon how you train and how much protein intake your body gets per day..I took three scoops per day, one scoop along with breakfast, two scoops with GNC Creatine after workout and sometimes one scoop at night but it's better you take casein at night because it's a slow digesting protein..You need to take the required amount of protein per day for Muscle Protein Synthesis so that your muscles can grow..So don't expect amazing results by just taking one or two scoops of this whey per day..Your diet must also include whole foods with good protein content along with this supplement..Foods like chicken breast, eggs, broccoli, pulses, cheese, yogurt, soya chunks, fish, nuts, peanut butter etc should also be taken along with this whey protein..If you do everything correctly, you will surely see the results..",
186,abhimanyu anilkumar,Just go for it.,5,15-Jul-20,"This is the second time I'm buying this product from Amazon. It's perfect. I really love it. People are complaining about the hole on top, but that's how the company manufactures it, So don't worry. It's totally safe. My seller is Guardian healthcare which is the company that manufactures it. So try buying from them.",
187,Rajdeep Singh,Ryt choice,5,19-Nov-19,Good product,
188,Hitesh Pant,Horrible choclate fudge- donot buy.,1,6-Sep-20,"Openend the package 5 minutes ago- As seen in the picture, the box is too big and the content is 1/4th less. So this led me to think, if its ingenuine, then i checked the code which said its original.Rest of the review will follow as I use it for some days.‚??‚??This part is after using it for some weeks-Very nice product. No lumps, easily moxes with a spoon. Taste is great. Easy to digest. No bloating. Will definitely use it again.‚??‚??‚??This part is after trying normal choclate, then vanilaa which was a lot of sugar. And then the worst experinece choclate fudge- only for choclate fudge, i didnt verify the genuine ness , hoping that thelast 2 products were genuine and so would rhis be.Thisis all together a different issue..i regret not checking the genuinesee..this one is way too sweet and plus forms lumps a lot of them and doesn‚??t mix at all, i eat the lumps..DONOT go for choclate dudge, and all of flaours, there was a small hole on the packaging, which i thought could be for ventilation, but orher reviews said, that it is a counterfiet product.Its been many months, i am unable to finish this choclate fudge, because it is very bad.My mother occassinally would share protein shake with me, bit this is very very very sweet. No body enjoys it.",
189,Winter Soldier,Choco fudge > strawberry,4,25-Jul-20,"Though I personally feel, choco fudge is way better than strawberry flavor , however this is the best supplement for beginners and intermediate fitness enthusiasts.This flavour is Gluten free, but relatively higher cholesterol levels. Initially it tasted more like bubble gum than strawberry but I think my taste receptors aren't that efficient. However comparing this with my previous choco fudge whey, this makes a lot of froth/foam with cold water in the shakes, which settles after few minutes. Anyhow flavor have least priority for myself.  I combine this whey with muscle tech creatine and glutamine, which results in super gains and strength. After this stack is over , I'll definitely go with the GNC amp series whey along with creatine only.Thanks and happy Lifting ‚ù£Ô∏è",
190,Chetan vaghani,Excellent product 10star product,5,31-Oct-19,"I used Mb Also but this one is better then mb , best product very light its iso that why ,5star rating ,now i dont hav blotiong issues",
191,Neel Gangrade,I really like the Taste and its thickness,4,13-Mar-21,"I bought this product recently, came well packed as expected. i immediately checked the online for this authenticity. it passed the test. So the product delivered is original.Taste is really nice.. chocolate fudge. mixing with water and milk is good too. Here is the interesting thing i want to share. When you take it water it gets absorbed quickly. But when you mix water and milk together it takes really long time to get digested entirely. i did some test like mixing only with water then only with milk then mixing all three, the best results i got from water. So milk is a no go.Overall its a good product and i would recommend it for both beginners and experts. Hope this helps.",
192,Dipankar S.,"Not mixable, protein floats and sticks in sipper",1,13-Mar-19,This product is useless. It does not mix at all with water after much trying. Chunks of protein floats in the sipper/ any container and sticks with them. However the sample which is 100% whey gold advanced series by gnc - that perfectly mixes with water. What a tragedy. I initiated refund and return on the same day. Next day someone from Amazon picked it up and I got the refund. So thumbs up to Amazon service and thumbs down to guardian healthcare or whether sells this product of gnc - either useless or fake product,
193,Vijay Kedia,Waste of money !!,1,11-Mar-21,"This is not imported from US but made in India. The artificial sweetner taste in this protein powder is so bad that it stays in your mouth for some time after consuming it. If you need to buy a made in India product, there are much better products available at lesser price.",
194,Amazon Customer,Good ans genuine,5,14-Nov-20,"I usually dont give reviews, but for this.I would like to say that what whatever I have ordered from Amazon so far came up to me as a genuine product,  I never had any regret after buying.People in gyms may say amazon is selling fake, but I have never encountered any instances like that.Even I ordered a pre workout and that was even great.Thank you amazon for providing such product at doorsteps.",
195,Manish singh,Aunthicate and genuine product,5,9-Feb-20,"This is my third order and muat say its origenal stuff provided by Amazon, usley i used buy from shops but now i am happy with amazon product. Taste is good as m a professional bodybuilder m have with the results.",
196,√§nurag mhatre,Highly recommended.,5,27-Nov-20,"Awesome product, though the delivery date was shown as 5 days later, I received it in 2 days only. Most loving part is the taste, it tastes awesome. The mixiblity is also good, after adding it to the shaker it dissolves completely in 1-2 shakes. Value for money product. Highly recommended.",
197,Ishan Thakur Das,Best protein!,5,8-Dec-20,"I've been using GNC protein powder for years in the UK, one of the best out there. In India i find most of the protein powders bein fake or horrible so this is the best protein to try in India. Go for it!!",
198,Sammy,Perfect for low budget holders,3,29-Oct-20,GNC is an forgein brand but the manufacturing takes place in india . It taste much better then labrada which is also in same range and manufactured in india . Luckily I recieved an orginal product and you can easily check the autheticity of this product by scratching the code and entering in GNC website to verify .Taste is kinda sweeter but atleast its not bitter so you can drink it easily in water and in milk it taste even better .57 servings for 3.3k is quite good . Best suited for people who want a good protein under 4k.,
199,Ruptanu P.,Not impressive,2,21 April 2021,"The flavour is definitely on the sweeter side. To comment on the effectiveness of the protein, for me, it had the same results compared to other cheaper brands like Asitis and Musclexp. On the contrary, the protein is heavier to digest, which for me was the biggest issue. Whey is usually something which should be quick and easy to digest. Also, the amount of protein per serving, 24gms per 35gms scoop, is relatively very less as compared to other brands. GNC should definitely work on improving their products as there are far more better alternatives in the market which have better quality and results even at a cheaper price.",
200,Avi Ashu,Good whey protein ...highly recommended for 3k budget,4,1-Dec-20,"Packing : well packedProduct : 100% genuine (just got for it )  , been in this fitness gym for the last 3 years and GNC protein is definitely good for lean muscle recovery and gains .Digestion : no digestion problem , no bloating , no acidity ...Taste : sweetness is well balanced and perfect . chocolate fudge is good ,better than vanilla or strawberry.Budget wise : best for the Indian market as compare to muscle blaze and other Indian products . GNC could have provided one shaker with the protein tub ...",
201,Anshu Anshu,Good Product.,5,1-Mar-22,"I bought the vanilla flavour, been using it for a month. 1 scoop a day post workout.Pros:-Genuine product, I verified it via both Amazon's Transperency app & GNC webite.Tastes great, at beginning I felt it was a bit to sweet but then you'll get used to it.No bad aftertaste in your mouth.Digests quickly.Noticable difference in post workout recovery.Con:-Mixability can be improved, i notice lumps at times even after a proper shake.Overall great experience, will definitely purchase again.",
202,Sanjay Navik,Excellent product and remarkable delivery,5,5-Nov-18,Was looking for balance Whey protein with good nutrient content... after various recommendations and research I choose GNC. It‚??s a excellent product with pleasant taste... value for money. Thanks to Amazon and Guardian on delivering the product within said time frame...,
203,M¬ÆÔ∏èM¬ÆÔ∏è,people will die it‚??s fake,1,27-Nov-19,Cheap quality because of Indian Fake manufacturing,
204,Shardul Khadye,Thick and tasty (chocolate fudge),5,31-Jan-21,"Initial impressions :Received original supplement , verified using official guardian website. Thank You amazon.Taste of chocolate fudge (with milk) is really really good.You will not even feel that you are having whey protein , the taste with milk is even better than ordinary chocolate icecream shakes and it is very thick also.I was using NutraBay product before buying this and I had good results with NutraBay too , I will update this review after 1 month usage of GNC.But the inital impressions are really awesome !",
205,Asutosh S.,Tastes Terrible and Synthetic,2,22-Mar-19,"I have been a consumer of this protein for many years and used to love it. Earlier they would import this from the US and now they manufacture it in India. I am shocked how a company like GNC hasn't been able to maintain product consistency in their product. The Indian made product tastes very synthetic and nothing like the original thing. For a while, I didn't even know I had bought the original thing or not. But GNC confirmed it is. So I dunno if I will continue with this or just switch to a protein that doesn't taste this plastic. I am sure there are some compromises made to make the price affordable. Wouldn't recommend if you believe in quality.",
206,RAJAT CHAUHAN,Should not order protein from amazon,1,2-Jan-21,"The gnc protein is excellent protein but the problem lies in the delivery. Amazon delivers damaged item like product with broken seal, instead of protein there will be something else. And you will face problems on return also.Clear advice is you should not buy protein on online platforms. Go to nearest store and buy it.",
207,Harshit Narula,Excellent product best for muscle gaining,5,13-Feb-20,Excellent product. Best for muscle gaining it's very easy to mix unlike other whey protein.Using this product from last week and I'm amazed from the resultsGrate tasteDo take in water after gym for best results,
208,Yash,No scoop inside how will I measure the about ?,3,5-Jul-22,"Useless seal. Doesn't hold the package from getting opened.Small dot hole in the seal, not sure why that is there.Worst part is, the container doesn't have scoop inside it. How am I supposed to measure the quantity of the amount that I'm taking ? Pathetic!!But scratch code does work. First i messaged them, i didn't got the response but after 5 mins  i checked on webside and it said the product is already been verified and the previous verification details was of mine only, that i did 5 mins ago. So the Scratch code does work!The container is bigger than the amount of protien in it. Hense looks half empty but weight seems to be as promised by GNC.It is Indian protein. Manufactured by Tirupati Wellness Private Limited, Surajpur.Will update the review after one month of consumption.",
209,Kindle Reader,Poor Quality,1,26-Aug-21,"I bought GNC Pro Performance 100% Whey Protein - 2 kg (Chocolate Supreme) on 3-Aug-2021  which was sold by the vendor Cloudtail India on Amazon. The Guardian Authentication Code is UBBPY5GP. It came in proper packaging, the top was sealed, I scratched the code and it looked authentic except for one major issue that it is ""too sweet to drink"".I have bought this product 3 times now, really liked the first two times, and never experienced such a sweet protein powder before. It tastes bad with so much sweetness. The issue can be either it is fake or the product quality has got deteriorated. In either case, I'm not buying it again.",
210,anita,Best whey protein,5,3-Mar-20,It's a pack of best chocolate flavoured protein.I purchased this protein for myself.Its taste is amazing and I was expecting the same.Trust me it's one of the best protein available in the market.,
211,Jayram Gowda,Best in the price!!,5,24-Feb-21,Best whey protein in budget just go for it and in these reviews they have mentioned about the hole in the seal it's a technology provided by the company so that the box doesn't get damaged while transportation go for it I've got good results too,
212,A.Sai Prathap,Recommended,4,24-Jul-21,Review after usage of 20days its good protein blend and getting results. It is super sweet. I couldn't able to drink banana shake cause of super sweet after adding this protien. Drinking this protien by mixing with 300ml water even it sweeet.Overall its good  protein getting nice results. Recommended protien.,
213,Satyaki sanyal,GNC whey protein product review,4,14-Mar-21,"Hi,I started to workout seriously after a long span of 5 years.I have used whey protein from Ultimate nutrition and Muscletech and can say that the flavouring and texture of this product is at par. Now,coming to recovery,I can say that protein consumption and fish oil consumption reduces soreness overall but to see some changes in the mirror , it definitely takes a long time.Regards,Satyki Sanyal",
214,neelam,"Too sweet, doesn‚??t mix well",3,16-May-22,"I‚??ve been using ON Whey Isolate for a long time and decided to try GNC to switch things up. Found GNC to be much sweeter- sweet enough to give me a sugar rush. Not very palatable. Also I noticed that it doesn‚??t mix as easily as ON does. While it is much cheaper than ON, I feel it is not worth the money saved. Will go back to ON after finishing this.",
215,Keshav Mohta,Authenticity,1,8-Feb-20,The received product couldn't be verified by GNC website so either the product is FAKE or the code/audenticity verification by GNC doesn't seem to work. In all I don't know if the product is genuine and thus it can be harmful.,
216,Raj,Wonderful product,5,20-Oct-20,"The product exactly delivers whats written in the box, I could see significant change in my muscle size and also increase in power while using the product. I have almost finished the first box and m all set to order the second from the same brand as well. Kudos GNC!!",
217,Ashish kataria,Jar cap was opened may be duplicate product,3,21-Aug-21,"The media could not be loaded.
                



¬†I found that jar opened wasn't packed from factory. Let see whether it is original or not.",
218,Joseph Jacob,Satisfied,5,19 April 2021,"I have seen many people saying that the lid has a hole in it but believe me that hole is not by amazon that hole in the lid has been provided by the company. I have been in the fitness industry since past 3 years and to be true gnc provided me with the best results in these years. Good taste, Good results and better quality of muscle growth.",
219,Rahul,Whey protein isolate,4,25-Oct-19,It is not same as the one which I bought in overseas.. Taste is same but the thickness is missing. Worthy and flavour is good.,
220,Amazon Customer,Its not worth GNC brand,1,13 April 2022,I tried GNC because of someone's reference and i need to shake it for almost 15 min and then also it doesn't mix well.I contacted manufacturer and they also didn't respondwd the way they should i sent the video of shaking and the lums inside he said even i can't mix it this much well and he said this is perfect .I threw it its completely waste don't buy.,
221,Ashish,TOO SWEET AND HEAVY BUT PERFORMANCE IS GOOD.,3,26-Jun-21,I do not like taste of choclate fudge because it's too sweet. It's too heavy after mixing it with water that's why I didn't try to consume it with milk.Protien is okay in this budget. Performance is good I can see muscularity in my body. Product is genuine because I have checked authencity through various platforms.,
222,kapil,Authentic product as verified via GNC site,1,9 April 2021,"The product is authentic but if I compare it with the chocolate flavors which i have used several times. Adding a similar amount of scoop in water, the chocolate flavor holds the thickness and this strawberry doesn't.Definitely not expected from GNC, the product is definitely authentic (Manufactured -Mar 21) also the powder doesn't seems to be fresh .My advise is to stick to flavours which are widely verified and accepted by the consumers .A BIG NO TO CREAMY STRAWBERRY FLAVOUR by GNC",
223,Anil Kumar Dubey,Nice strawberry flavor,5,28-Jan-22,"Nice flavor and taste. I have tried a large number of brands and this is one of the best. Must for post workout. Replace fatigue catabolic state body with anabolic state. Also consume carbs with good fats after workout to cover energy need. I will recommend this brand due to its price, quality and flavor. Must give it a try.",
224,Kunal Dey,A good blended whey with great taste,5,2-Feb-21,Great tasting protein with good mixability. Result is also very good. This was my 4th buy of gnc pro performance whey 100%. It actually gives good result to gain lean muscle mass.,
225,Amazon Customer,Third class product- very bad quality,1,2-Jun-22,"The product is very very bad - the protien doesn‚??t dissolve properly, which shows the poor quality; very bad taste; and when I contacted Amazon for the same, they said talk to the vendor/merchant, wrote them 2 emails with pictures, been a month and no courtesy to even reply yet",
226,Jiten Bhardwaj,Amazon is the problem,3,15-Nov-21,This flavour is very good. For all members of family this can be taken. The only √≠ssue is 1 out of 5 times the taste when ordered from Amazon is a dull variant. In fact it dosent taste as original choclate fudge. So be prepared to get something you didn't exactly ordered. Else order from gnc and while they have their own negative points but atleast we will need to depend on trust that what they are giving Is atleast original.,
227,silverstone,Taste sucks with water BUT!!,5,28-Nov-21,Drink it with plain water is not a good idea it sucks but try to drink it like famous mass gainer shake it taste amazing here the recipe1 whole red banana50 gym oats200ml milk10 almonds10 cashews10 raisins1 table spoon peanut butter1 tbsp sugarFinally 1 1/2 scoop this chocolate flavour wheyBlend it  and add hersheys or any chocolate syrupAt glass and top of the shake that‚??s it .Thank me later,
228,Bhanu,Awesome,5,12-Sep-20,"Amazing taste and texture is just the one in premium brands like Gaspri and Muslepharm. Mixability is also very good. But taste is the best. Also for the people saying that there is a hole in the seal, I confirmed from GNC, it is not and has been done by the company. It's their new method of packing the product in which the hole is having very fine filter so that nothing goes in or out of the container except air and air pressure is equalised on both sides (for those who can understand). Total value for money product.",
229,Jeeps,Awesome protein tasteful & adequate quality,5,17-Mar-22,The rate of choco fudge flavour is dam good very tarty you can have it with chilled water or milk. You can make a complete meal with this protein by adding it to milk or curd & then add some dry fruits or fresh fruits it‚??s extremely tasty I am very regular with GNC choco fudge ????èº??™?èº??è?èº‚?®,
230,mahesh gogalia,Duplicate product only taste no results,1,3-Feb-21,I didnt like this product of gnc as the taste of its very sweet even though its sugar free ..feel no quality and results are not that vary effective ..not sure its original ..as amazon started duplicate products selling,
231,Sambit,Best tasting protein i have ever tried!!!,5,4-Mar-22,"The media could not be loaded.
                



¬†Tastes great ??? Mixes well. Moreover quite chip and value for money obviously.Will recomend it .",
232,Anant Jain,Has maltodextrin in it.,1,18-Jun-22,One should be mindful when reading the ingredients. Manufacturers are getting smarter. The protein is extremely sweet because of maltodextrin in it. A complex form of sugar that spikes insulin in your body post consumption.,
233,chandan s.,Genuine product,5,10-May-22,,
234,Amazon Customer,Fake product,1,19-Feb-20,Fake product,
235,Ayan Khan,It worked for me as expected and this chocolate flavour is awesome.,5,3 April 2022,"This is original product which I was worrying when I ordered. It has good absorbency and a good taste. If you are a beginner, it is good to start with. Make sure to consult before consuming the amount. It should be according to body weight and workout.",
236,Meet bhanvadia,Best protein for middle class family boy or girl,5,17-Jun-21,Its very tasty and no lumps in it .I write after  1.5 or 2 months bcz i thought it would be help to many people like me to buy things very carefully and thought about money also so i recommend to buy there is very superb product.,
237,Shehbaz Siddique,Sugar added in strawberry flavour and it was not mentioned.,5,15-Mar-22,"Overall great result, taste was one of the best but if u r looking for no sugar then please don't go for strawberry flavour.",
238,Rananjayaa Singh,??Ø??Ø??Ø,5,7-Jan-21,I have very recently started working out and this one accentuates it like anything! I love the flavour and the thickness is just right!,
239,abhineet singh,Are you Looking for a good protien ?,4,9-Aug-21,"Really a good whey protein, chocolate fudge is the best flavour if you need any suggestion about flavour. Also the protein is quite good in mixing with water but found some lumps sometimes , but still better than muscleblaze extreme sweet whey protein range.",
240,vignesh,Yummy Protein,5,10-Mar-21,"I've tried Abbsorb, As-it-is and Muscleblaze. But this is by far the best tasting protein I've ever had. I'll edit this post in a month to review about the muscle building.",
241,aditya verma,Perfect protein,4,4-Oct-19,The product i recieved was genuine 100% thanks to Cloudtail india.I also verified thoroughly from the site.Mixibility was perfect no lumps after shaking.A good quality protein is that which gets mixed after shaking 10-12 times.Flavour is awesome iordered chocolate supremeAfter taste was also goodOnly thing that bothered me that it contains maltodextrin which not good for longrun .Worth spending on this productThe package i recieved was also in perfect condition,
242,Ananth,Great quality product,5,14-Dec-21,"It is not exactly easy to land a good whey protein product that has not been altered or tampered with. This one is good, much to my surprise. Dissolves well with water/milk, gives out a good feeling that one can associate with an authentic whey protein product.",
243,Vibhuti k.,Product Review GNC,4,18-Nov-21,"The product is very good and carries the prestige of GNC but also has ingredients like Maltodextrin which is a starchy subtance, should not have substances like this provided the money the take from the customer. Bigmuscles gold whey also has Maltodextrin which increases the glycemic index of the product and may add the overall carbs in the protein powder. My rating is 7.5/10.",
244,Rafa,Good branded product,5,13-Jul-20,"Flavor is maybe a bit sweet for me.I got an Mi Band 4 in lucky draw for buying this :DIf you want to go for a proper branded product, this is good option.But I still feel MuscleBlaze will meet all your requirements anyways with value for money",
245,rachana enterprises,not good mixability,3,3-Jul-22,product taste is what i wouldn't recommend plus the mixability iss like 1 out of 10,
246,Girish Chandwani,Not Recommended.,1,13-Aug-21,Tastes Bad As In Very Sweet Like Sugar Spoon In Your Mouth With Foul Smell. Seems Adulterated. Don't Go For It. Have Asked For Replacement Or Refund. Awaiting Further Process.Don't Have Negative Ratings Or Else Would Have Given That. #gnc,
247,Binoj khichi,Good for beginners.,5,2-Aug-22,I am just a beginner . And protein seems to tastier as  well as its recovery is quite perfect for me.,
248,Yuvaraj Singh,Vanilla flavour ?§Æ?§Æ?§Æ,1,15-Aug-22,Worst flavour smells and tastes like medicine. I don‚??t know whether this product is safe or not . Don‚??t go for this product cost cut krne k chakar me kuch v de rhe ye log ?§Æ,
249,Akash Warkhade,Genuine Product,4,25-Jun-22,This is a genuine product..I have purchased 2 rimes and both times I verified it on guardian.in and it was genuine..,
250,McLovin,100% authentic product,5,26-Jun-20,Got the product delivered today its 100 original and for 3500rs its totally worth it.,
251,Aman Gupta,EXCELLENT SUPPLEMENT,5,29-May-22,Very good supplement..It's absorb wellHave a great tasteBlends very smoothly in water or milkLove it..Every one can try,
252,Rishabh jain,Vanilla flavor is bad,5,5-Sep-21,"Vanilla flavor is very bad. It has poor mixability, it forms more lumps and froth,foam while mixing.Chocolate fudge is best.Shake consistency is also thin.",
253,Amazon Customer,Box was Already opened,1,10-May-21,I got already opened box . Unfortunately I couldn‚??t return it.  After the buy I got Covid due to that I I thought it‚??s better not to return this product for the betterment of all.In NutShell make video of unboxing of the product.,
254,Rohit Jha,Authenticity,5,28-Mar-22,Flavor is great and it mixes well just to prove the authenticity of the protein . Packaging is good and overall experience is nice . Bought it two times already won‚??t hesitate for buying it again,
255,Lakshay  arora,Best Protein for Muscle Gaining,5,16-Feb-20,"Best product ever,too much effective.Everyone will start seeing results with in a week, following proper diet and nutrition.Chocolate flavor is very tasty too.Best for Gaining muscle.Drink post workout to see best results.",
256,Amazon Customer,Product is not original; suspect adulteration,1,19-Feb-21,Highly concerned about the authenticity of the product. Taste and thickness of protein shake really raises questions about its genuineness. Im a regular user of GNC for the concerned one's.Better to buy it from the original GNC website.,
257,Dinesh sevkani,?§??èª,1,29-Feb-20,powder doesn‚??t mix with water  properly at the time of shaking.,
258,subash,"Cheap, safe, tastes nice, vegetarian, good for beginners",5,8-Sep-21,"Cheap, safe, tastes nice, vegetarian, good for beginners",
259,Abhi,Great flavour! No added sweeteners  No bad smell from shaker after use!,5,6-Nov-19,"Great flavour! No added sweetenersNo bad smell from shaker after use!I have been a Whey protein user for over 10 years and this one is a great experience, I loved it, definitely re-odering this product.",
260,kriti,Damaged product,1,23-Nov-21,The media could not be loaded.,
261,gulwinder,"Good Taste , Budget friendly",5,27 April 2021,A good whey protein for all bodybuilders and athletes . 1 scoop will get u 24 g of protein .Taste wise it is good . Overall a good buy .,
262,rishe,dont buy,1,8-Nov-19,plz dont buy it effect your degistive system ...  pathetic it is,
263,Asthetic_Beast,Average protein,3,26-Dec-20,The product is authentic but I don't know these days even fakes are coming from the manufacturer side as well and this haven't gave me much of a result,
264,MUKESH KUMAR,Plz don't buy it,1,16-Oct-20,Plz don't buy this gnc productsI have purchased this and use 15 days and not improve my mussels and big issues for that this is not digestive ..Bhai plz mat lene money totally waste,
265,Juany Safi,Good tasting protein,4,5-Jan-21,This protein has a good chocolate flavor.  I usually prefer the vanilla flavor as I like to add bananas or peanut butter to gain more muscle mass.,
266,Rohit Gite,It's a completely fake product,1,16-Feb-22,I had ordered from the same seller earlier and the protein shake used to dissolve properly in water. This time though it is forming lumps and the texture and taste both are off as well. They are definitely  peddling duplicate products now.,
267,Prashanth,Go for it,5,22-May-21,"My first protien supplement, and I'm happy with the results. Good flavour",
268,vikash pandey,Stapler pin  as an ingredient,1,17-Aug-22,I have used whey proteins from different companies I have never seen stapler pin as an ingredient.I have seen this pin on my shaker today I hope that I have not consumed any of them earlier,
269,Rubal Gupta,AW,5,14-Jul-22,Awesome performance after using for a week. It has increased my endurance. Needs proper shaking to dissolve completely in milk,
270,Nageshbudge,Qulity protein powder,5,2-Feb-21,"Maine bahot se protein powder use kiye hai. Jaise ki on, ISO sensation, ISO pure, aur bhi bahot sare best protein but gnc pro is the best protein osem test. I love it more..??ç??ç???",
271,N Vartak,Good product,5,3-Mar-21,The quality and the taste of the product are really good. just go for it.,
272,Shivraj kumar,"he is selling the fake suppliments , the taste is really different from the original priduct",4,29-Mar-21,"he is selling the fake suppliment , the taste is different from the original Gnc whey pp chocolate fudge , i got the fake product , now he also not returing the product , and while i call them , they say talk to them we cannot do any thing ,lab lab lab ...... and making excuses",
273,Rakesh Singh,Overall a good product,5,27-Jul-20,"I would give it an overall 5/5. I bought it during a sale on amazon. Mixability,taste,all things are really nice . I would recommend it to others also.",
274,akshay jaiswal,Good flavour and mixability but has maltodextrin,3,4 April 2021,Flavour is good and good absorbency. It's an overall good product with concentrate and isolate mix. Only drawback is it has maltodextrin.,
275,HARD2DEAL,Just above Average 3.5 stars,3,11-Jan-21,Average mixability you cant mix it properly without shaker. Other bad thing is presence of artificial sweetenes and maltodextrin.,
276,sachin giri,A good product in good price,5,5-Jul-21,"I brought a chocolate fudge its taste good ??ç, absorption rate is better, affordable price , genuine product, tested by informed choice, best for beginners intermediate and all.",
