,name,title,rating,date,text,helpful_vote
98,shibankara panda,Cheating product,1,7-Feb-20,Plz dont buy anyone..bcz here the quantity is very less as compair to market..You will rcv 1/4 of your product.The item is not upto mark..So i advice everyone not to buy this type of product.,
99,AMITH,Worth it.. But don't expect taste to be actual chocolaty,4,25-Jun-21,Average taste... But worth buying for beginner...im not even beginner.. Im intermediate.. But it is still doing its job... Will help put up good amount of muscle with diet and if you are  working out hard in gym... Lifting heavy and all...,
100,Asgar Ali,After Consuming for 15 DaysIt was Amazing for,3,27-Jan-22,"Packaging was good And scent of bubblegum, sweet and the little muesli pack was freeWriting after 15 days of consumingYou will regret it tastes bad after 15 days",
101,Yash Rane,Highly disappointed and dissatisfied.,1,7-Dec-20,The Muscle Blaze Shaker that comes along with the protein was of very low quality and broke on the very first day of use. My first experience with Muscle Blaze was a disaster because of this. I'm unhappy and disappointed. The hype can be deceptive.,
102,abir dutta,Daily Use for everyone,3,11-Dec-19,"Beginners friendly, good flavor, anyone can use it , as it not only for bodybuilders, or I'll say it is not that good for bodybuilding, but if you're starting to lift weights and having a good diet ,than this is more than helpful",
103,Gaurav,"protein quantity, easily digestible and its chocolaty taste.",5,7-May-19,Best protein supplement for beginners which provides decent quantity of protein in per serving. and enhance the performance of a new guy who has not taken protein till now.To make it this more useful blend this whey with toned milk or any low fat milk increase the protein amount in per serving.Overall any beginner must try this before taking any heavy protein or it's your first time to start with whey protein.,
104,Himansu S.,Merits and demerits of muscle blazer whey beginner.,4,20-Jun-19,The product is one of the best product for the beginners but the major problem in it is the protien contain which is only 12 percent in 30 grams except this taste is nice and it doesn't show any problems in digestion.,
105,Rajmani Sharma,Everything Was Perfect,5,21-Oct-20,Everything was perfect. From product to the results. It really works. The chocolate flavor was just amazing. I really liked it. If you are a beginner then you choose this because it won't damage your body like others. So try this.,
106,Sunita P,Great protein shake,5,12 April 2022,It comes in plastic sturdy bottle with scoop. Detailed instructions are provided. The powder mixes well with water,
107,Ehtish,Like it!,5,23-Oct-19,"I wanted to build a body, so I started GYM! Then everyone recommended me to take protein. So I bought this! I thought the taste will be very bad. But the chocolate flavor is amazing!! I like this product, Although I am not seeing any results yet, it's been a week, but my friends are getting a good results.I recommend it to every beginner!",
108,Yogesh kumar sharma,Go for it,4,2-Sep-20,Good PackagingFlavour is really niceGives results when taken properlyGreat choice for beginners,
109,Balasaheb Deokar,It tastes amazing,5,15-Feb-22,It tastes amazing. I like its taste. This is my 5th time I am buying Chocolate flavor of beginners whey protein powder. Good one.,
110,gautam,Quality,2,4-Mar-22,The absorption rate is low whether you take it pre or post workout.,
111,ABHIJEET KALATHIL,Bubblegum flavour 👎,2,23-Mar-21,"The bubblegum flavour is not that bad ,but I personally did not like it , too strong flavour for daily consumption.Only go for it if you want a change from chocolate or any other flavout but still keep this flavour as last option",
112,Mithilesh K.,Beginners go for it...,4,31-Aug-18,Like it says for beginners...and it's good...helps reduce muscle burn but go for high protein % whey if Ur heavy lifter... My personal observations was it is mostly acting as immunity booster,
113,Clever Customer,Excellent but not for ibs sufferers,4,29-May-21,"If you are lactose intolerant, don't use this, otherwise this is excellent in taste and nutrition.",
114,Supradip,"Good taste, digests easily & lasts long",5,31-May-22,Using 1.5 scoops for every alternate days. It has lasted me for 5 months. It will take some time to develop taste for this product. Constant use will show good results.,
115,Eswar,Helps to reach my protein intake goal for the day,4,3-Aug-19,"Helps to reach my protein intake goal for the day. I usually like strawberry flavour but after days of consuming it, I got bored and got aversion on strawberry flavour. I suggest chocolate which, one won't get bored of so quickly",
116,Minhad Rizwan,Great For Beginners!,5,14-Nov-19,"One of the best protein supplements out there for beginners like total noobs. It's great have tried it and as it says it's made for beginners so if you are a starter of gym and athletic fitness this one's great, but for the advanced level of workout u should go for the supplements providing 24+ gm of protein.",
117,najma,this tastes so good,5,27-Jun-21,I'm not sure it is for beginners or not but I bought it as a beginner and it is working so well for me,
118,Lalita Muchhadiya,I'm not satisfied.,4,18-Mar-21,"Delivery on 17 March.  But when I opened Peking, he was in a little bad condition.  I called Customer Care but my problem could not be solved.  I had to work in it only.  I would like to request only one from you that you check before buying this product, whether it is an option of reaturnan or not returned.",
119,Manish,Awesome,5,16-Jun-21,Kr is fabulous k taste and actually it works nad better than other like bigmuscle or any other product. If u use it once u I am guaranteed h will order it again. It's taste is just awesome,
120,Harish,Not Recommended for Building Muscles or to see any difference.,1,18-Feb-20,"If you are looking to build good muscles then this isn't any a good choice. Leave good muscles, I have been using this dedicatedly using this product from last 2months with regular gym but I don't see any difference it will have on your body. Strongly not recommend. Kindly check with your gym instructor for better brand choice.",
121,Prasanna Patra,Good for beginners,4,12-Nov-20,Best for 1st time protien shake users. Don't listen to anyone just for for it. After consuming 1 jar of this then go to any of raw whey concentrate. 1 star less cause the mixability is not so good.,
122,Gantay,Product quality is not so good as I've expected even comparing to others,1,23 April 2022,Product quality is not so good as I've expected even comparing to other product cuz it's giving me loosemotion where's I've been consuming protein for months it's the first time I'm facing this problem,
123,Vivek Fotedar,Awsome product for Gym begginers,5,3 April 2021,I have used so many protein powder but I think Muscle blaze this product is awsome and is also digestible.No stomach pain no other side effect,
124,Som Harsh,Fantastic,5,31-May-22,The scoop was missing in the container but its all good,
125,Yash gurjar,Great profuct,5,11-Nov-20,I like the packaging very much taste is good but it got high amount of carbs so not that good for weight loss but it is a great protein to start ur supplementation.,
126,Amazon Customer,Best Protein for Beginners 👍🏻,5,27-Nov-19,Good protien for beginners.You will see effects within 15 daysFlavor is also good. 👍🏻,
127,Charles,It sure is a beginner's protein,4,12-Feb-19,"Tastes good and dissolves well. Personally, i didn't come across any side effects. I've used this for a month and the changes are barely noticeable. Of course i shouldn't expect changes in just a month. But you can go for it if you're a beginner just like me.",
128,khorgeswar basumatary,Package thing,1,27-Mar-22,"The media could not be loaded.
                



 In the beginning this same product used to come with a box now it comes with just piece of paper as it causes only 250/.... Cheap package... It should come under box",
129,Swadhin Panda,This is a mass gainer!!!,1,1-Jul-21,"Guys 1 scoop will give you less than half grams of protein and plenty amount of maltadextrin, sucralose which is responsible for insulin spike.It may be harmful for you guys.",
130,Faraz Arif,Worst product,1,1-Jan-22,"I took one scoop for 6 days in a week for 2 weeks. I faced major health issues after that. It started with rash on body, digestion problem & hair fall. I will not recommend anyone to purchase any product of muscleblaze.",
131,Himanshu saini,Good choice for beginners. Also great taste.,4,5-Oct-19,Cannot guarente the authenticity. But cross checked its authenticity with the code provided on the box and It said original. The flavor is good. It taste like drinking choclate shake.,
132,Vikram,Good product 👍👍,5,15-Jul-22,Good taste and great product,
133,SUMAN KUMAR BARLA,Protein shaker not provided.,1,19-Jun-21,Really disappointed with the delivery of the product. I have ordered this whey protein with shaker. But it was misssing inside the package which I have received.,
134,Amazon Customer,Don’t buy,1,9-Nov-21,Here my review of this product after using it for 2 weeks:1. Got obesity2. Got acne3. Got loose motionsNow you can make a decision.,
135,Sai,Great flavour. But makes u fart a lot.,3,15-Jun-22,"It's a decent product, but if ur an adult go for a 100% Whey product.",
136,Darshan Dattatrey thakur,Useful,5,27-Jul-22,Really very useful content and this feel to boost your confidence also,
137,Rajendra kumar Das,Whey is best for beginners,5,26-Mar-20,It has a great chocolate flavor 😋But it gives great impact on me after using it.It will build your muscles and increase your weight.,
138,Srajan,"Fake product, does not mix well",1,28-Jul-22,"The product seems fake, does not mix well. Taste and smell is so bad, it feels like puking.Is not recommended, never ever buy this product. Instead go for Onn whey protein.",
139,saanket thite,Great protien,5,30-Jun-20,"Great protien, taste, quantity is great. Received the product with manufacturing date in which I purchased. Genuine product can be checked by code",
140,Aditya Agrawal,Gooooood product,4,4-Mar-21,This product is nice you could use it for your fitness exercises and the shaker that i got contains plastic ball inside it it don't contain metal ball as I thaught. This in big issue otherwise this is good product and you can purchase it.,
141,Deepak Vaid,Weird smell. Rest normal.,2,17-Mar-19,Strong smell of chemical in the container. Maybe they forgot to air out the containers after manufacturing them. Rest is same as usual. Get it if you don't mind the chemical smell.,
142,Vigneshwar,For beginners,5,29-Jun-20,Perfect  whey for beginners. It's similar to that of a chocolate shake. Packing was good and was delivered on time. Only thing is that there is no scoop inside the pack. Will be much perfect if it is provided with a scoop.,
143,Verified purchaser,Original product,3,3-Nov-19,Product seems original. Authenticated on MB website. Taste is good. Results requires more time to appreciate. No side effects. Seems a good start for beginners.,
144,Joe prakash,Good product value for money,5,28-Dec-21,"The media could not be loaded.
                



 I received muscle blaze with proper packing and I am 100% satisfied with the product and I recommend the sameGood job muscle blaze",
145,Ajay Raj,good one,4,7-Jun-22,good choice for beginners,
146,Baishakhi,Best whey protein ever,5,3-Nov-19,This is the best whey protein compared to others.  This is the only whey protein which price is below 1000 rupee for 1kg . The test is so good.  Anybody can afford this whey protein. This is my favorite whey protein because of it's price. I am always using this for bodybuilding. And it really works,
147,Amazon Customer,I got a genuine sealed product,5,22-Aug-21,"Thank you seller for selling the original product which we the buyers are worry and skeptical about it.We appreciate your genuine service..And yes this is good for me, it works which I have used it for 1 month",
148,J vishal,Happy customer,5,13-Jan-21,I am liking the product... Flavour wise its too light and thickness is way too better...,
149,Paban chetry,It's a very good product at such a cheap price.,5,29 April 2022,It is very good product at a cheap cost.The packing was also too good.The only thing is that bottel that i had received was already broken but other things were all good.,
150,Vishal rajput,"Not good taste, Neither protein",3,12-Sep-21,"Only 12gm protein in one scoopBad taste compared to other productsOverall - Not that good, even for beginners",
151,yusuf,I’d recommend it,4,15-Nov-20,Research says that it is not as good as the ON product but it worked for. There were gains in my mass and my body adapted to it quickly. I have placed an order for another one of muscleblaze’s products.,
152,Baban Sharma,Just average product,3,25-Sep-21,Taste wise this product is good. but it is not effective as suppose to be.In term of energy product it seems average.,
153,kawarpal singh,Nice and effective supplement 👍,5,21-Jun-22,"Like it's flavour, nutrition value and cost 👍",
154,Avid reader,Kinda fake,2,21-May-21,"If you mix it in a shaker for 1 minute, you can still see lumps of protein. Feels kinda fake. I used to have headaches after having it.",
155,SHOAIB,Best for beginners,5,26-Jul-20,"Best for beginners, if you are doing gym for more than 6 months already then don't buy this",
156,kajal agrawal,It was the best shake I ever had.,5,28-Jun-22,I like the product. The shake was good in taste and its consistency is also appropriate. I would definitely recommend it to everyone specially for beginners.,
157,Vishal khajuria,I want replacement of my shaker,2,31-Oct-20,One of my shaker is broken already n one box is like this i need the replacement within couple of days i use purchase from amazon but first time i got disappointed very much 😠😠😠,
158,Sourendu nanda,Useful,5,6-Mar-20,"This was my first protein supplement & I used it 2 months.  Supplements only show results with exercise. That was for beginners, hold 12 gm of protein in one level scoop. Need more so switched on MB FUEL ONE. Always check authenticity by website or SMS.",
159,Hari Lakkaraju,May be I received fake product,3,3-Aug-18,"This time I feel I got fake product, I tried to verfiy the product genuinity by using product code which is there on top of the seal, it tells the product is genuine but its not mixing well in water.",
160,Harikrishna Kothari,Good but product came half empty,4,2-Mar-19,Its good for beginners.... Jar is good but the product came half empty.... It was an sealed pack only but the jar seemed to be big but when cut open it is half empty,
161,aksh p.,Very Nice Product ❤️,5,29-Jun-22,Very Very Good Product Bhaii log 🔥Also Chocolate Flavor is so Good 😋Aur Result Bhi Sahii Hai bhut...Baki apni apni Choice ✌️,
162,parth da vinci,Protein content is low,3,17-Mar-21,The protein content is too low... Better to go with something above 30gm protein per serving instead of this 12gm..,
163,deekshitha,Worst experience ever,1,4-Oct-21,I order 500 grms. I have received the product where the box was opened and half of the powder was gone. This is soo frustrating. Don’t believe in money. Please buy it from the original website.,
164,Sourav,amazing,5,20-Oct-20,The product is amazing and works best at the price must buy for beginners,
165,Shounak,Product is too sweet,1,24-Aug-20,The powder forms lumps in water/milk. Doesn't dissolve! This item is too sweet!,
166,Harshil Anadkat,For beginners!,5,7-Mar-20,"Good product! Go for it, but don't forget that it only provides 12g of protein in 30g of a serving! Clearly a beginners protein!",
167,Ashish Kumar D,Best for beginners!,5,3-May-21,"Great for beginners who just started out. Specially for home workouts. Good taste, easy to Digest no side effects. Totally recommend it as your first Protein. I am 19.",
168,DEENESH,Bad product,1,20-Jul-21,"Costly as it only contains 12gm protein per scoop, absorbility was by far the worst on this one.I had digestion problem",
169,Aniket mani pandey,Value for money,4,31-Oct-21,I feel some changes in my body after use this product... But listen if you want really effect than Do workouts and good diet on duration for use this.Thank you.,
170,PRIYANKA BHATTACHARJEE,Good daily protein supplement,5,22-Aug-21,Good daily protein supplement. Budget friendly. Taste good.,
171,sinchan,good product,5,10-Jul-22,"good taste, easy to digest, formed no lump. weight was perfect in contrary to some people claiming content presumably taken out",
172,Pingul Jignesh,Quantity is less in Box - Quality awaited for use,4,30-Jun-22,"The media could not be loaded.
                



 Will update quality after use",
173,Anuj V.,MuscleBlaze Beginner's Whey Protein,5,8-Aug-22,Started using this 2-3 weeks back. Tastes nice. Will have to wait for the visible difference it makes.,
174,Ajay,Really good for beginners.,5,27-Mar-19,For first month i used it because i am beignner before this i don't take any protien suppliment so i am afraid of bolting cause protien is not easy to digest. Now i will use other protien which has 24 g outof 30g,
175,Gauresh Gawade,Worth of money,4,3-Dec-21,"Taste was good, worth of money, good for beginners. Seen improvement in my body",
176,Vipan,Difficult to dissolve,1,25-Nov-21,Difficult to dissolve,
177,PRANAV SHRIVASTAVA,Quantity not 1Kg,1,25-Jan-20,"More than half of the box was empty,so basically it's not 1Kg but 400-500 grams.Hence, it's a faulty product in terms of prize otherwise taste and all is good.",
178,N.S,Genuine product,5,13 April 2021,Genuine product .Trusted seller . Go for it .,
179,Addy,Didn't find it useful.,1,28-Dec-20,I don't think this is original product. Or perhaps there is some other issue with product as it doesn't seem to have any effect on my health. There is no change observed. I used to get more energy from even by consuming eggs only,
180,Satyashil Naik,Good flavour,5,31-Jan-21,The flavour is good,
181,Ms,Good Protein supplement,4,18-Jan-22,Good Protein supplement for beginners as it does its work by providing good recovery and strength. PS - Blueberry flavour is just unbearable in taste.,
182,Sudhir kumar,Good product,4,2-Aug-22,5 star,
183,RAGHU KRISH,Effectiveness of the product,4,21-May-21,The free shaker is of poor qlty,
184,N D,Go for it,4,8-Aug-21,Good for health.,
185,Dabeer,Good and effective,5,2-Jul-18,Nice product and feel difference in 10 days it's effective and you can work out more time and can life good weights.,
186,Vishwanath JK,Not up to marketing standard,2,16-Nov-20,Flavour is good but gives gas and bloating occurs. Definitely not for beginners. For beginners it should be readily digestible.,
187,N Rajendar,Nice product,3,18-Aug-22,Very nice product for beginners,
188,Abhishek Kumar Singh,It's a value for money,4,11-Jul-21,Worth the purchase,
189,Kundan singh,Good,4,24-Aug-21,Nice product,
190,Sachin,Good product,5,25-Jun-19,Pros: Great product. Good taste. Easily soluble.Cons: Measuring scoop/spoon missing.,
191,Amazon Customer since 2006,Good product for beginners who are not sure.,4,17-Jul-19,"Good taste, but mixing with milk is bit difficult unless you really shake the shaker.",
192,dr akshat verma,Great product at this price,5,14-Feb-19,Genuine product sold directly by Muscle blaze . Verification code inside cap to check on website. Good results.,
193,Dwarkesh bhayani,Not Valuable total waste,1,23-Nov-21,Its was just like chocolate milk powder and nothing more also I was getting pimples due this which i was never getting before.,
194,nikhil n,"Not so good, poor results",4,5-May-21,Not value for money,
195,Nitish,Best for begineers,5,5-Dec-18,Genuine product(confirmed from mb website).Recommended for starters .,
196,Pragati S.,Shaker is broken,1,26-Oct-21,The shaker came with the protein powder is broken. How can i replace it??,
197,Abhishek Tiwari,Original product with good taste,5,15 April 2021,Works perfectly to relief after workout painOne usage changeHelps building stamina,
198,Shubhranshu Raxit,..,3,8-Feb-19,The container was very big but was filled nearly half of it.. I doubt it was upto the weight as shown in the info..,
199,Satyender Rawat,Good product,4,14-Jul-21,Flavor is good after use i feel enagetic,
200,Namdeo R.,Good product,5,10 April 2021,Good taste and quality,
201,Ankesh k.,Excellent 👌,5,10 April 2021,Nice for beginners,
202,Lokesh Soni,Company is fooling by name Beginner's Protine,1,6 April 2022,"Please check videos on youtube about beginners' reviews, it contains maltodextrin which is not good for health.",
203,Prem,Good product,4,11-Sep-20,It's good product for beginners.,
204,Arju,Consume with water only,3,21-Jul-20,"Flavour is good, but dnt drink with milk, it produces rashes in throat.",
205,Abdul Hakim,Shaker Was Damaged!!!,1,13-Feb-22,Replace and Refund is also not available in this product. Buy it if you want this type of shaker.,
206,Sahil,Valuable,4,22-Jul-22,Good product,
207,Hariharan,Good for beginners.,4,9-Jun-21,"Although it's good for extreme beginners, switch ti a concentrate after the 33 servings",
208,guruprasad,Empty bottle,1,4-Jul-20,Only half bottle was filled remaining half was empty very disappointing. Amazon please stop promoting muscleblaze hereafter,
209,Satia Madimchetty,Missing manufactured date,1,26-Feb-19,Really disappointed. The manufacturers date is erased to a point I can't tell.how old.the product isDo others have similar experiences,
210,Bhupankar Goswami,Good product,4,29 April 2021,Good product for beginers. Value for money.,
211,Vraj B.,It's best for beginners.,4,20-Dec-21,Must try if your taking whey for first time.Best thing about muscle blaze is it's good quality. So you can trust and buy it.,
212,Devang,Best Protein for begginers.,5,13 April 2019,It is very good in terms of taste as well as the quantity of protein and the price. The product is completely genuine and begginers would love it.,
213,Saraj pratap singh,Don't puchase,1,23-Aug-19,"Product is not good , u will get loose motion  after taking it, your digestive system will get badly affected, waste off money",
214,Krishna kadve,Good,4,1-Aug-20,Good quality good packaging value of money,
215,shakeebkhan,No scope,4,17-Jan-21,No scope on this product very bad,
216,Preyansh D.,Product is good,5,11-May-22,The quality of product is better than other products and tha taste is also best🤘🏻🤘🏻,
217,Arun Gautham,Great for recovery and strength,5,30-Aug-20,Very tasty and had no trouble while starting to use it.,
218,Yash Mantry,The taste is absolutely pathetic,1,1-Jul-22,Don’t buy it if taste is very important to you !Overall it’s good,
219,@ij@z,Authentic product at lowest price received in proper packaging.,5,13-Jul-20,Authentic product as confirmed by SMS. No issues with solubility taste and digestion.,
220,Hafiyuddin Kazi,Good product,4,23-Sep-20,Good for beginners,
221,Dr. Nirali Upadhyay,Bcaa nt given as promised,2,24-Jul-21,No bcaa supplies given as promised..!Otherwise taste is good as far as blueberry protein powder is concerned,
222,Bhargavi,Superb fantastic. And most trusted brand.,5,20-May-21,An awesome brand that doesn't include any chemicals in it. I am truly saying to 'Just trust it'. That's it.,
223,Riya,Not for lean body,4,27-Jul-21,"I like tht product,but if u r underweight or so.... thin don't go fr it,as it will take lots of patience ,time and continuously hard wrk",
224,Vishal mane,Energetic,4,11-Aug-22,Good,
225,Imon Bandhapadhayay,Amazing🤗😍,4,2-Feb-20,Supb thnx mb🤗😘,
226,Vishal,Waste bilkul,1,27-Jan-22,Alergie krdi iss product ne 😡😡😡,
227,PRIYANKA BHATTACHARJEE,Taste is not as much as you think.,5,10-Jun-21,It's good. My family takes it.,
228,Aaditya boddhiyan,Good for health,4,24-Mar-22,Good product for health,
229,Shubham,Amazing Protein Powder,4,15-Nov-18,Amazing product from MuscleBlaze..I take it since 2 month and I can see it benefits in my body...I refer this protein powder to all...,
230,RAJEEV K.,Alergitic,1,28-Aug-21,I used it for 10 days and got my full body skin alergitic ... disappointing product,
231,Kumar Abhishek,Good work,4,10-Aug-21,Good product,
232,Kabir yadav,Little much extra  sweet and good for regular usage,4,27-Dec-21,It may did not suite for u for 1 or 2 week so take only as half quantity for intiall week and then increase,
233,Anuj Anand,Perfect for a beginner.,5,15-Aug-21,Perfect for beginners.,
234,Yadnyesh sable,It's not bad!,4,16-Jun-22,Taste is good! but when I open the box for very first time it was 40% empty 😂😂nevermind,
235,Deepak Singh,Effective to both body as well as pocket.,5,7-Nov-20,Must have product for beginners.... excellent choice as well as pocket friendly.,
236,Vivan,Nice,5,24-Dec-20,Its great,
237,maharudra phalke,I faced major hair loss after consuming this.,1,12-Jan-22,I faced major hair loss after consuming this.,
238,Parbhakar singh,Good,1,9 April 2022,Good product I use it but i receive broken shaker without ball and the packet was also less in weight,
239,Jay,Average,3,9-Jun-21,Flavour is excellent but price is bit on the higher side,
240,Manish singh,I m suffering from constipation when i take this,1,17-Feb-20,Don't buy it i m suffering from constipation whenever i take this powered please dont buy fake item,
241,SOURAV,Real life review,5,20-Sep-20,Just go for it...best product,
242,Aman,Worth buying great taste,4,13-Oct-21,Good product,
243,sipon das,Best quality MB I love it,5,8-Dec-19,"Varry good  MB ,best ma's el bless ,body builder protein",
244,sunay,Must begin,5,24-Jan-19,Nice to begin with. My trainer was rather more happy than me😂😂😂,
245,Rahul,"Fabulous packing , real product",5,17-Jul-22,Flavor kafi acha h aor beginners k liye ye kafi achaa ho skta h with diet ..💯,
246,Abhinav Gupta,Yummy,4,5-Aug-20,Protein content less than other muscleblaze varieties. But tastes good,
247,Ankit Beck,Okay 😗,4,21-Oct-20,"The product is authentic, but I don't like the taste 🙁. I will update my review if I see some changes after 1 month",
248,Ten,I recommend this product,5,5-Feb-20,"That gaves u way too good strength, to workout, but if u stop then this will make fat.",
249,K R Ratnam,Good Whey,4,10-Dec-19,Second Bottle Received Expired One .i Guess. Refund Iniated,
250,Nilesh Ghadage,Go for it,4,21-Jan-21,Packaging was good. Checked authentic product using SMS and MB website... Shaker quality average but not bad.,
251,MOUMIT BHATTACHARJEE,Good for beginners,4,6-Jun-19,Good for beginners as the protection content 12 g per serving (Appx.).  Flavor is ok. For better result use shaker for proper mixing,
252,MOHAMMED HYDER ALI QURAISHI,BLOATING GUARANTEE,1,28-May-20,Worst product.Guaranteed bloating and stomach ache every time.,
253,Amazon Customer,Good,5,20-Jul-20,Good taste . Price pocket friendly.,
254,Naman Mishra,Issue,1,11-Jul-21,Not good not bad an average.very big issue of Mix-up of this powder. Powder does not mix properly in water.,
255,Triyadhish Kumar,Whey Protein.,4,22-Oct-18,Not much useful in strengthening muscles.  No dynamic results.,
256,shikha sharma,Taste,5,28-Mar-21,Good product in affordable price 👍,
257,Jayanta saikia,Good,5,1-Jul-21,"Very good product,",
258,kiran sundararajan,Good product for beginners,5,25 April 2021,For beginners,
259,RAJA B.,Good protein,5,23-Jun-18,Teaste is good.,
260,raj yadav,Best product for biggner,4,6-Jul-19,Best product for bigner,
261,Priyanshu Shukla,Go on with it!,4,9-Jun-21,Awesome tastes great but mixing is not that much good ...bottle also looks awesome,
262,Chandra Shekhar,Scoop/spoon is missing,1,14-Feb-21,There is no scoop|scoop included,
263,Suvam Ghosh,Authentic one go for it. 👌,5,13-Aug-21,Best in class. effective and have an authentication code that's help to find the genuine one 👌,
264,Faizal khan,Best product,5,3-Nov-20,"I want to say everyone that  don't listen anyone,first order and use this product then you realised the actual benifits of this",
265,Shivam Sahu,Good quality,5,13-Jan-20,Good quality,
266,HARISH GUPTA,Nice,4,2-Jan-20,Good,
267,Payalagarwal,Muscleblaze,1,21-Sep-19,It has a very less amount of protein so also for beginners also it is not sufficient,
268,Abhinash Sharma,Waste of money,1,10-Mar-21,No advantage from this product just waste of time,
269,Rahhl,Great product,4,10-Mar-20,Helpful for muscle growth,
270,Manish Pratap Singh,Very nice budget protein,5,19-Nov-21,"Taste is good, powerful supplementIn a attractive price range",
271,Arka,doesn't gives you 1 kg,2,20-Mar-20,It's not much than 700 gm. But told 1 kg very disappointed,
272,Sharan,Useful,3,27-Jun-21,"It's easy to use,and store.Flavor is good but not the best.",
273,Sanchit,Good protein bad shaker bottle,3,10-Mar-21,Protein quality is good although shaker bottle was cracked from the bottom .,
274,Bilal wani,Mb,4,13-Dec-21,"The media could not be loaded.
                



 Always  believe in MB",
275,Amazon Customer,Average,3,18-Aug-19,Not so much effective,
276,SHAIKH AHAD,Broken Shaker,3,7-May-21,"The shaker was cracked.As I opened the parcel, shaker was just left loose without any bubble sheet rap.",
277,Harish Dehariya,Very effective product.,5,1-Mar-21,For beginners it's very helpful and effective products without any side effects. I like the Chocolate flavor.,
278,Shivam panwar,genuine product,4,4-Jun-18,I like itTastes goodI guess time will tell if it gives me any results.,
279,Vikki Pareek,All good 👍,1,1-Aug-21,All good best product but my sacker cap is broken when I received the product ।।,
280,Manu Sachdeva,Don't buy,1,14-Aug-19,Its just not worth it.,
281,Harsh,Shaker,4,16-Sep-20,The shaker doesn't have spring in it but a plactic as a mixer which is not good coz it starts to smell after some time,
282,Abhishek,FOR BEGINNERS IT SUPER AWSOME AND VALUE FOR MONEY😊,4,6-Sep-19,I LIKE THE FLAVOR AND IT GREAT FOR BEGINNERS BUT IF THE QUANTITY IS A LITTLE MORE I GIVE THIS PRODUCT 5/5,
283,V.abhiram chowdary,Best product,5,17-Feb-21,Flavor is not that good it can be better . But the results after using this products are getting better day by day.,
284,Prashank Chaudhury,Value for money product.,5,3-Jun-21,Excellent taste 👌and good for beginners..,
285,Rahul Chaurasia,Good product with good tastes,3,24-Mar-22,Product is best and help me for gain my muscles,
286,Dev kumar,Good product for bigners,4,20-Mar-22,Good product for bigners,
287,Shubham chauhan,Optimally designed for beginners,5,4-Feb-19,"Good for the beginners, this product is optimally designed considering all, like digestive properties, protein content and carbohydrates... 💫",
288,Hariharnath kumar,Ok,3,1-Nov-20,The suppliment was ok but there was no shaker available..... while I had order both..I was not expecting this on Amazon at least.,
289,Varun,Good packing and product is genuine,5,17-Jul-21,"The media could not be loaded.
                



 Great packing and genuine product",
290,Khushi trivedi,Great,5,28-Aug-21,Fav one,
291,Atanu Sanyal,Good product,4,20-May-21,Recommended to try with milkBlueberry flavour,
292,Rao A.,Good,5,27-Mar-21,Good,
293,Atharva Parshionikar,Excellent product,4,3-May-19,Overall a good product.,
294,Pinaki Saha,Duplicate product,1,25-Oct-20,The product seems to me is not good at all or may be duplicate . It tastes worse . Can you please help me replacing it,
295,vansh saini,Best protein for beginner,5,13-Jun-22,Good product for beginners with zero side effects,
296,Samuel Debbarma,Awesome,5,21-Jun-20,Taste good,
297,Amazon_Cust0mer,Satisfied,5,21-Nov-18,Satisfied,
298,Nikhil b.,Best Buy for beginners,5,4-Aug-21,,
299,Saumil Mody,Nice product,5,28-Aug-19,Nice product,
300,Santosh Upadhya,Great supplement,4,20-Oct-19,For lean muscle workout only,
301,Kalu kumar De,Protein powder is good powder,5,13-May-19,Chocolate flavour is best fantastic flavoniur,
302,Monalisha goswami,It works...,4,26-Jan-19,Does the job dont think twice,
303,Chandravir Singh,Fack product,1,13-Jun-20,This is a fack products. I got skin problems and i will go to consumer court.,
304,padma,Good for beginners,5,11-Sep-19,"Really awesome product,,,,the packaging ,the delivery every thing deserves a 5star",
305,Saradhi,must buy,5,3-Oct-20,The shaker is in good conditionThe product is genuine i crosschecked the code from the website.And it has an amazing glavour,
306,Amazon Customer,Nice,4,22-Aug-19,Good product,
307,Indian panthor,Don't purchase if you are a beginner,1,23-Jul-20,Don't eat until you are going in a championshipEat good food and exercise,
308,Prashant Sharma,Thnx Muscleblaze.... Amazing Company,5,3-Jun-20,Thnx Muscleblaze..... Amazing Product.... Very Nice Product For Beginner's....Thnx Muscleblaze and Thnx For Low price,
309,Gunchahat,Scoop not their,4,16-Jul-20,Nit with scoop,
310,Sahil jha,Firsty set and maintain your diet then start to take that supplement,4,15-Oct-21,Firstly set and maintain your diet then start to take that supplement it’s good,
311,Herock,Awesome Product For Beginners,5,14-Aug-19,I will totally recommend this for beginners..Gives u the results u are waiting for...Thumbs Up to MuscleBlaze for making this amazing product..,
312,sharanappa,Best quality of the product,5,7-Jan-20,Really it's junun product no duplicate,
313,Koustubh,Awesome,5,22-Jul-19,Nice effect,
314,Amazon Customer,Its good.,5,7-May-22,It is good. Go for it.,
315,Sandeep c.,"5 days in, smells bad.",4,4-Jun-21,Why does it small so bad. I feel like I would vomit every time I drink it. Is it normal?,
316,Vinod,Ok but not best,2,22-Jan-21,Okay but not best,
317,Snehal Shigwan,Whey protein,5,31-Jul-22,It is nice for beginners,
318,Zaid g.,Very pathetic taste pllzzz don't buy this,1,27-Feb-22,Not good in taste you can also vomit after drinking this,
