,name,title,rating,date,text,helpful_vote
484,Naresh K,Good for many reasons.,5,8-Oct-20,This whey protein is perfectly owsome. It mixes easily in water and the test is delightful. I think it is nice product for beginners.  Best whey under 1200. I love it😍. Thanks amazon.,
485,Aatrayo,Perfect,5,1-Jan-22,"Simply perfect for beginners, intermediates or say bodybuilders..Taste is good, absorption is good too..Highly recommended..",
486,Manish shaw,Causing serious health/skin issues.,1,8-Dec-21,"Causing some serious health/skin issues from the first scoope taken,unlike other brands ,its absolutely not recommended. Big muscles needs to look at this seriously.",
487,Apurv Emanvel Swami,"Nice 👍🏻, and good for beginners.😊",4,30 April 2022,"I like the product, Coz the one Ive got is original 😂😂.Please check carefully while ordering and once you get the delivery wheather the order is fake or genuine 🐥",
488,Mitesh Chauhan,Never buy this product,1,11-Oct-20,Good Muscle Blaze Supplement from Big Muscle Products is very good,
489,Priyanshu S.,Fake,1,13 April 2021,Fake product and 0 mixability. Worst experience of protein powder ever. Absolute waste of money. Used a tub before but this one is totally different evem though the flavour is same it tastes totally different. Absolute waste of money.,
490,Shashank,The product is very good for the beginners!!,5,9-Mar-22,"The whey protein is pretty decent comparative to the others in market, the product is economical to purchase as well, the flavour tastes good as well. Satisfied with the product.",
491,satpal,best protein,5,1-Dec-21,All body goals can be well achieved with Big muscles. some of the highlights are as follows: Promote muscle buildingSupport muscle recoveryEasy to DigestImmunity Building,
492,Neeraj Balodi,Cost Effective and Good for Beginners,3,18-Nov-21,"* Cost is normal as compared to others.* Mixability is not that much good. It's ok ok.* Didn't liked the chocolate flavor, cookie and cream is much better.",
493,Naresh,Good,4,7-Aug-22,Good,
494,nb,"Good taste, bad absorbency",3,20-Mar-21,Very good taste but difficult to mix. Also gave a bit unbearable smell to my family members. So not going to use it for a while.,
495,Tushar,Badiya protein🤗,5,27-Oct-20,"Best protein in taste & it have good mixability. It gives 25g protein with 4g glutamine which helps for faster recovery..ignore negative reviews...buy once, you will be fan of bigmuscle gold whey.",
496,Nagesh Bedekar,Bad Flavor,1,15 April 2022,I have ordered Belgium chalolate which has some other flovor. Poor quality Not Happy with Product. Taste is also poorWaste of Money,
497,Navneet singh,Just powder. Waste of money,1,26-Mar-22,Not helped in muscle growth. Its just a powder . Dnt waste money .,
498,arpit jain,Best flavor,5,2-Dec-21,"Good product, the best thing about this is really helpful in getting good progress after gym. The strawberry flavor is amazing better than many other competitors. Go ahead to buy!",
499,prashant,Its a great product for me,5,28-Nov-21,"I m using this product from last 6 month and i got gr8 result , thanks to amazone and bigmuscles.",
500,Nikhil,The product quality is perfect...,5,12-Feb-21,"I get product very soon on Amazon from  my expectation, I have no doubt about the flavour and  originality of the product. The product gives good results, I used this product (Big muscles nutrition) few days ago and it gave me better result.",
501,Shivam,Ok for beginners in this price but if your too strict for Ur diet then you should try other,3,3-Nov-20,"Mixibility is not so good , taste wise it's ok ok type, protein content , carbs sugar content is 3 out of 5 , price wise 5 out of 5",
502,Seth,Mid,3,2-Aug-22,Tastes like cum . chocolate cum cookies. Cum,
503,Abhishek vyas,It's replica,1,22-May-21,It's fake and replica I need refund and replace either one of them.,
504,alok ranjan,Good for beginners,5,27-May-22,"If you have just started working out, this is your no clutter, no confusion option for protein intake.",
505,Ashish Varma,Good protien powder but crea was a hoax,4,12-Mar-21,Protein powers was good. But they cheated me on the crea. It says 34 servings free crea but i got for only 4 servings and i even launched a complaint on Amazon.,
506,Shubham Navtake,Not that bad,5,23-Nov-21,It is a good protein in this price range...👍,
507,vijay,Product is less than 1 KG,1,2 April 2022,When I open the seal than I found that product is in less quantity. It is less than 1 KG. Now no one help me. Customer care is not ready to return this.,
508,Ishikha Patel,Great product,5,19 April 2021,"it's great for muscle recovery, this protein is best even compared to the premium one. by consuming it regular with a great protein diet, it can help you hold the sufficient amount of muscle mass .",
509,Dishant,Wrost product,1,26-Jun-22,Not good,
510,Arvind kumar,Normal product,2,7-Jan-22,Cheap and best product.But why why this at #1 best selling product,
511,SUNIL VIKRAM MALL,Product brand is good but supplier supplied spoiled products,1,2-Jul-21,BCAA Supplied with Protin powder (Big Musle) was pathetic and wet .NCAA powder were wet/spoiled . This could cause serious health issue photo attached.,
512,Parmeet matharoo,Good product,5,17-Mar-21,The product is absolutely good it helps to build muscle mix ability is good but if u r buying 2 kg of protein for t shirt go for 1 kg which gives u creatine because tshirt quality is tooo cheap otherwise protein is good ….,
513,renjith s nair,Absolutely worth buying,4,19-Mar-21,Worth buyingShows great improvement with regular workoutGood flavourLiked it,
514,Divya saini,Very nice product,5,7-Jun-21,I love this product  i just love this flavor. The quality of this product is so good. This is easily affordable  and so helpful  for beginners. And the absorbency also good. Totally worth it for me.,
515,Vikas kumar yadav,Good product,5,18 April 2021,i have use this product for first time and I found that it is a good source of lean protein and in chocolate flavour it is so tasty. it gives 25 gm protein in one scoop.,
516,Deep Gurjar,Quality,5,11-Jul-21,"It is very good protein fo gym lovers, after long time i started workout, and taking it. i feels very good result within 10-15 days.",
517,Hiren,Don't waste your money,1,23-Nov-21,"Earlier I have used many protein powder but taste, absorption, quality wise this product is not up to mark.",
518,Uzair,Good flavour,5,30-Mar-21,Very nice protein although chocolate tastes better than caffe latte if you are addicted to coffee then this is best for you but if you like more sweet than buy chocolate.Good result cannot say best but good for beginners,
519,Dibyendu Das,Foul smell and bad mixibility,2,18-Jun-21,It is bad product.For just less price don't buy it.u will regret.also they will not replace it,
520,Sourav Das,Very bad product,2,10 April 2022,Very bad product. It came to me it's seal opened. Later I had to return it. Not for Lactose intolerant. It contains milk.,
521,Amazon Customer,"Taste, mix, value for money.",2,3-Jun-21,Taste is very bad. Doesn't mix well with water. Requires lot of shaking. Creates foam. Overall a 2 star product. Beginner's can try.Taste - 2starMixeability - 2starValue for money - 2star,
522,Sarvesh,Order Defected,1,21-Nov-20,"I have been buying this product from last 7-8 months. I see a small patch on the seal, which does not make me feel confidence to use it. Can you please replace the order.It also showed that, the T-shirt will also be there - which was missing.",
523,Aryan,Best protien,5,9-Nov-21,"One of the best protien powder I have tried till date, this is great if you are getting into fitness and heavy training would recommend using this post workout.",
524,Harnish Patodiya,If you have work hard then take it,5,10-Aug-22,Good testProvide strength 💪,
525,Bipul Deb,Good for the price,5,4-Aug-21,"Flavour is good, good dissolveing properties",
526,Akash Kumar,Taste is not as I expected,3,5-Mar-20,It’s seems I am drinking sweet milk. It’s not vanilla or may be earlier I used Muscle Tech Nitro Vanilla and comparison is natural might be the reason that I don’t like the taste . Only recommend for people who just start taking protein,
527,IamLouis,Quite average whey,3,9-Dec-21,"I’ve heard people feel bloated after consuming whey. I never did, until now. The taste was average, miscibility was below average.",
528,Jasmeet Singh,Best ever,5,31-Mar-21,Magical product it isIt give me hardcore pumpEasy to mixAnd taste is superb,
529,harshit,Brilliant quality protein .,5,13-Mar-21,Very high level protien I love flavour very much . This is very pure protien and I am having very much effect in few days . Must buy it . I recommend you to must but it .value for money .,
530,Parimal Mukherjee,Bad experience,1,9-Jan-21,Truly bad experienceI have ordered premium gold whey with BCAA... And they send me premium gold whey with creatine.. I think they don't deserve good customer,
531,Sahil G.,Try Strawberry Flavour from Flipkart,5,2-Jun-21,You should try Strawberry Flavour from Flipkart it's the beat,
532,Shashank,Worst product . No customer support . Rip Amazon,1,8-Oct-21,Worst product do not buy this.Bad smell. Bad taste. Foaming while shakingDo not waste your moneyNo customer support from Amazon and bigmusclesDisappointed 🥲,
533,Karthik,Awesome product,5,4-Jan-22,Very good product. The flavour was good and it mixes well. It’s very cheap also compared to other products. Will tell how it works on body after I use. I recommend it.,
534,Dipjoy biswas,Best whey protien in this price range,5,23-Feb-22,"The media could not be loaded.
                



 I like the taste of this product, also the packaging and strawberry will be the best flavor for begginers",
535,Jatin,Great taste and quality,5,20-Mar-22,I have started using the product regularly as it's having great taste with good quality resulting to building and developing muscle mass. I'll be definitely ordering this.,
536,Sachin Yadav,Good Product. Will recommend,5,29-Nov-21,Been using this product for 4+ months now. Happy overall with the progress I'm seeing. It tastes great and also mixes well with water.I feel this is also good for beginners!,
537,rushikesh,result,5,30-Jan-22,one the best protein ever good for pro as well as beginners .go for 2 scoops per day and see the result with workout .just awesome,
538,MD EMRANUDDIN NASIM,Good product,5,18-Mar-21,"Good product but shows bcaa free but received creatine ,😐",
539,Navdeep Kiron N,Duplicate product,1,5-May-22,The product i recieved had no seal and it was already open... And it is some kind of a flour and not whey... disappointed...,
540,Awesh Bhati,Best protein in suppliment market,4,8-Jul-21,Best protein in the market and at much reasonable price. Using it from a month and getting good results and gains. The only issue is with the taste but u will used to it in a week or two,
541,Rajan Gharde,Nutritional,4,22-Mar-22,Like,
542,Akshit,Ghatiya ek dum,1,21-Dec-21,"Seal broken mili hai upar se kisi kaam ka protien nhi h paani m ghulta nhi h 5 min tk bi ,lums rehjate h upr se 150 ml paani m 200 ml jhaag bnjata h sabun ki tarah",
543,Arvind,Upsets stomach very badly,1,8-Jun-21,Its upsets the stomach as soon as we drink it.Also it doesnt dissolve properly.,
544,Shailesh,It's very cheap product.,1,6-Dec-21,"I rarely write the reviews, But for this cheap product so I have to. Don't go for it, it's waste of money.",
545,Prajjawal verma,Awesome product,5,30-Nov-21,"Very nice product , it really works , helpful in muscle building , lovely taste , rate of muscle growth becomes double after consuming this. Awesome product thank you big muscles. 💥",
546,Mahesh Muniraju,Not like before,2,13 April 2022,Nothing special about this product!No good these big muscles product like earlier… not effective,
547,Amazon Customer,Product seems fake,1,6 April 2022,I have ordered this item many times.But this time the flavour and colour both are mild. Taste is not good. Powder settled down as it is not dissolved,
548,Nikhil N.,Fake protein please dont buy.,1,17-Dec-20,Has a  very foul smell and taste sucks feels like drinking an expired or fake protein not going to comsume it from now also didn't got the creatine but sachet of bcaa instead.🤔,
549,Amazon Customer,Good quality,4,13 April 2022,The media could not be loaded.,
550,Tehildeep Singh,Good product with results,5,12-Jan-22,A must buy product for fitness lovers. Price is reasonable. Good quality product. Have some good results after 1 month uses.,
551,Monuranjan saikia,Value for money,5,11-Jan-22,"It taste really good. The only brand that offers isolate whey protein at such reasonable price.The product is amazing.Happy customers, really worth it 👍",
552,Divesh Talreja,Best in results and taste,5,31-Oct-21,"The taste and results is really good and mixibility is nice too , I am using this protein from past 1.5 years and I am impressed with this protein 👍 Always delivered og from Amazon 💯",
553,Armaan,Authentic product,4,3-Nov-20,Taste of the product is good  and smells great.  Bcaa that i got with it is also fantastic .  Although product is authentic but the container was very dirty and sticky.,
554,sairammishra,Product does not match the claimed amount of protein .,1,27-Mar-22,Flavour is just like milk powder.It is really a low grade productDoes not match with the claim made by company,
555,Nilesh Ranjane,Poor taste,1,22-Sep-21,Poor recovery....I recommend to go with Himalaya Quista pro,
556,Sridhar y.,"I was shocked to see the quantity very less , I doubt it's 1kg, I am  very disappointed",4,29-Jun-21,"The media could not be loaded.
                



 Taste is Good, regarding absorbency it's too early for me to comment since only one scoop I have consumed",
557,Md Khader Faheem N,Good one,5,26-Jun-21,"Crosses the expectations, good results",
558,Lukhman Abdul Samad Khan,Awesome result,4,1-Nov-21,Getting results.,
559,Raza Farid,RISKY FOR Lever,1,24-Mar-22,,
560,Purhan,Already opened product received.,1,11-Aug-21,Don't buy this item as unsealed edible might be life threatening.,
561,Hussain Ali,Flavor & mixability needs some research,1,11-Oct-20,"Quality of Big muscle is always been good but flavour, this flavor is really really bad. Too much sweet in taste and nothing like chocolate and no where near to Belgium chocolate.",
562,Ravikiran D.,Fully Satisfied!,5,24-Oct-20,"The media could not be loaded.
                



 It's 100 percent pure protein,So I ordered for the Cafe Latte flavour which can be served either chilled or hot as it tastes similar to coffee.I am satisfied with the overall product!",
563,Mayank kundele,Waste of money,1,12-Mar-22,Waste of money ......... Chep quality very very very poor product....... Only foam not protein.  0 star out of 5,
564,Amazon Customer,Good product,5,16-Dec-21,Good product,
565,Amazon Customer,"Tastes horrendous  , unnaturally sweet,poor mixability , don't buy",1,4-Aug-21,"Tastes horrendous  , unnaturally sweet,poor mixability , don't buy",
566,Niket P.,Worst protein ever bad taste,1,5-Mar-22,Worst protein ever I personally don't prefer bcoz I almost try protein of every brand but this was worst among them don't buy this instead go for MB,
567,Abhishek,Best Nutrition for all fitness freak,5,7-Jan-21,Really I'm very mad about the gym and my health and i used this product which is really good in taste and also provide good amount of protein. So i highly recommend the same to all gym freak.,
568,SOURADEEPTA BISWAS,Value for money,5,5-Nov-21,I am using this product continuously for 6 months without any problem.The product is good enough and it is easy to digest.The taste is also good.,
569,Bharat medical store,It's Blooting..,4,29-Jun-21,Results wise it's perfect in such offordable price. But there should be added some Digestive engymes.. it's blooting A lot ..if take during excersice.,
570,Mohit,BUDGET 👑 king,5,1-Mar-21,"Awesome 👍 , budget products for students who want to do build muscle mass.",
571,Amit Raj,Does not dissolve and taste is awful,1,22-Jul-21,"Very bad test and does not get dissolve in water easily, too much of froth once you shake it for little longer. Also found some solid white particles. Not sure what that is.",
572,Suraj Yadav,Good product at this price range,5,19-Sep-21,Flavor is amazing with milkLittle bit  taste is not that much good as compare to milk if you drink in waterI am only use 15 days,
573,Rahul Batura,Awesome Protien helping in muscle gain and power.,5,14-Dec-21,"Awesome Protien, I have been using it for 2 months now and I can see the difference in my muscle gain which is increasing day by day.",
574,Vaibhav Sharma,Tastes like Cafe flavor instead,3,14-Aug-22,I used Belgium chocolate of Big muscle Essential Whey and gold Belgium chocolate tastes nothing like it. It's like they put wrong cover on top,
575,Akash,May be worth,2,5-Oct-21,Someone’s getting fake I think I and my friend order my friend got nice one I got fake I think it’s getting too much foam my friend protein didn’t get any kind of foam,
576,Naresh Singh,Freebie is different than showed one,4,26-Feb-21,Product and flavour is good but when i ordered this product that time Bigmuscle Crea pack was free with this but when I received the product freebie was BCAA instead of CREA.This is not worthy.,
577,Ranjeet Singh,Taste not good,1,4-Jan-22,This is my 3rd purchase but this time it taste different....it seems like this time the seller sended duplicate product,
578,Vedant Shimpi,Effective protine,5,27-Nov-21,Actually I tasted lots of protein.and some of them are very Awesome.but when I tried Big muscle protein it's really good. I loved it. And I suggest to every beginner to try this,
579,Rajinder kaur,My strength booster,5,5-Jun-21,Extremely satisfying product with great strength and aiding me in my muscle building goals. Taste is also satisfactory. I m personally a fan of chocolate flavour.,
580,4443,Over priced,4,15-Feb-22,Good product but price is too high and only 1 kg is available,
581,Aryan khatri,Amazing product,5,23-Oct-21,the best product i have ever seen.  i m using since 5 months and my body changed like anything.. and its flavour is amazing.. budget friendly for students..thanks bigmuscle,
582,Mukund,Worst protien,1,25-Dec-21,Worst protien i have ever tastedTaste is not good And it is forming so much foam after mixNot filling at allWon’t buy it again for sure,
583,Nik,Begium choclate worst product,3,13-Dec-21,"Begium choclate protein powder worst. I doubt whether is geniue. Does not dissolve with water, lumps are created in shaker.",
584,Biswaranjan sahu,Good,3,25-Oct-21,"I am using it from last 2 months. As a beginner i feel ok for now. I'll review it after few months later again. One thing that, the cookie &cream flavour create more foam.",
585,Amazon Customer,Don’t buy,1,12-Nov-21,Worst product ever. It doesn’t mix will with water. Foul taste. I used ON whey protein & muscle blaze. They are much better than big muscles.Don’t buy,
586,Ashish Ghate,Superb,4,31-Jul-21,Delicious in taste and best in results. Should try once,
587,Bhavya Parmar,Awesome product,5,17-Oct-21,This was my first time ever trying whey protein. Not at all disppointed this was my second 2kg jar. Good flavour and great results. Go for it. Results with value for money💪💪,
588,Arnab Ghosh,Useless waste of money,2,21-Sep-21,Not good at all... doesn't mix with water properly...takes a lot of time to get dissolved completely... around 15-20 mins for just one scoop,
589,KARAN SINGLA,Excellent product,5,22-Aug-21,A great product at best price and icing on the cake endorsed by a great athlete,
590,Gopal Krishan,Quantity was very less,1,27 April 2022,"Product is good, but quantity was very less, it's looking like 1/2kg only",
591,Anchit Sripat,Throw it if you bought it.,1,17-Nov-20,"Horrible product. It says no added sugar. Its too sweet and is not pure whey protein also, forget isolate! Don’t buy, it will only give you sugar boost and will not help in your muscle building.",
592,Aniket Chaurasia,Everything is best,5,8-Dec-21,But the cost of this protein is quite higher than expected but highly recommended,
593,Sachin Mane,Worst product EVER,1,19-Feb-21,Worst product ever. Do waste your money buying it. Go for another one.,
594,Darshan Parmar,"Experienced muscle loss, actual protein content very less",1,3-Jan-21,"Using this for about 1 month, very bad experience.Muscle recovery is very bad and I experienced muscle loss. After watching few videos in youtube, I got to know that the actual protein content is very less in this product.",
595,Siddhant Gaikwad,Jar was already opened scoop was missing I've thrown the jar send me refund or a new jar,1,5-Oct-21,"The seal was alread opened  and the scoop was missing in the jar, so I have thrown this in dustbin as in the case of duplicate product. Please send me another one or refund the money",
596,T N Ashwin,Dont buy,1,2-Dec-21,"Really i was not expecting this from amazon, not geuine and amazon is neglecting my cancel request and return date is also gone !! This is not good.",
597,Jhumpa Bhattacharjee,Excellent product,5,12-Dec-21,"The product is amazing,the belgium chocolate flavour fulfills the appetite as well as the protein intake which is needed.",
598,Suraj vishwakarma,Making too much foam..I use many way Protein this is not good.,1,14-Oct-21,Flovor is not good. Making too much foam.which is very bad  in this Protein.,
599,Aniket,Bcaa was like expired it was like Fully yellow,1,25-Jul-21,Protein is almost good and its was an original productBut the BCAA was like expired date,
600,DrShabi Kira,"Good one, go for it.",5,6-Mar-20,"This rich chocolate flavour is yummy in taste.Easy mixability., easy to digest.",
601,Arjit Rawat,"Do not buy , waste of money",5,13-Jan-22,"Not worth enough to buy , don't waste moneyIf u want a cheap product , buy as it is wheyWhich is good but not this product",
602,Kanhaiya Gupta,Test is bad dont buy this,1,9-Jul-21,Wast of money amazon not refund this product but product is defective Dont buy this,
603,Rounak,Highly recommend.,5,6-Mar-21,This is the first time I ordered flavoured protein and it was awesome. The belgium chocolate makes it taste a lot better. It's a good quality product and I would definitely recommend this.,
604,Shivam Prasad,Excellent product. Excellent taste,5,30-May-21,I have been using this product for over a year now.Good powder. Helps gain a lot of muscles and feel energetic. No side-effects seen till now.,
605,Gopi,Waste product,1,2-May-22,Got half bottle of powder and powder is low quality,
606,jaypalsinh r.,Average product,2,2-Feb-22,"Very average product, taste wise very bad, i bought cookies and cream flavour, but its like milk powder, taste is like vanilla, even bad.",
607,Sachin,Awesome taste,5,6-Aug-21,Best ever in taste out of last 6 different brands used by me. Advanced level Protein for beginners and good for intermediate ones. Best in this price.....lots of love to bigmuscles...,
608,Gowtham,Strawberry flavor tastes worst,1,11-Oct-21,2nd time buying... Thought to buy other than chocolate flavor but which was my bad decision😞...worst flavor 🤢🤢.... Literally tastes like diegine tablet+water... Or tablet+water,
609,Rambo,Duplicate product,5,3-Dec-21,Very bad whey protein. I ordered chocolate flavour and it is tasteless. Most important thing is it’s not genuine product. please don’t try it’s a waste of money.,
610,Jaspreet Jaggi,Best protein,5,23-Jun-21,"Best product ever,too much effective. Everyone will start seeing results with in a week, following proper diet and nutrition. Rocky road is very tasty too. Best for Gaining muscle.",
611,RAHUL,Bad product,1,7-Dec-21,"Contains only 12 gm protein,",
612,Nikhil Jayprakash chavhan,It's original,4,25-Feb-22,I get result good,
613,Satch,Looks Cheap and Fake,1,25-Sep-21,Product looks cheap and fake. Outer label is distorted (check picture)..... Not taking any chances...hence returning it without opening the box.,
614,Snehil,Very bad product I will don't recommend to anyone to buy this product,1,17-Oct-21,Deffective productI will don't recommend to any oneThere is more 5 star review because there is 100 rs cashback to write good reviews that's why there is more review,
615,R U P Z,Fake ptoduct dont buy,1,16 April 2021,Fake productAs we all now big muscles is a fraud brand they always provide low protine content a shown in the lableDont buy to get fooled like meGo for nakpro gold whey chocolate,
616,Atit Agarwal,Taste different,3,17-Jul-22,Taste is completely different than the previous one,
617,Manikandan R,"Need to improve Taste,",4,24 April 2022,"This quality is good,Tast is fareProduct is worth for priceAmino acid profile is awesomeFlavour is not enough",
618,Akhilesh kumar,Ok,3,1-Sep-21,Not good not bad,
619,SUNIL TIWARI,Surprisingly nice taste,5,24-May-22,I just bought it now and along with high protein it also has surprisingly good taste but would recommend you to get a shaker with it,
620,Srishti Bhardwaj,"Not a genuine brand , not a genuine information given",1,20-Jul-22,"Product is not for 1699 , it's just tasty , none of the nutritional face is true , no changes seen in body in 22 days",
621,Asif,Bigmuscle nutrition,5,7-Jun-22,It's good to build muscle with a proper food diet. And the budget friendly protein.but the taste is average don't expect a good taste.,
622,Vinod Tanwar,Best for bigners,4,23-Sep-21,Its really good product for bigners  taste also great,
623,Saurav kumar singh,it is very cost effective and Very Good.,5,2-Dec-21,Everything is good just flavour Should be More deep Like it feels only water while drinking and Chocolate flavour us best other Flavours are not Upto the mark.,
624,Anurag,fake and waste of money,1,4-Mar-21,"fake whey, very sweet horrible taste, feel bloated stomach.waste of money",
625,Prasoon Updhayay,Okayish product,4,30-May-21,Gud product for the beginners..,
626,Varad,Must Buy!,5,8-Oct-20,"It's just awesomeTaste - 10/10Recovery- 10/10Mixability- 10/10I just loved the product and thank u big mucles nutrition for making whey so affordable,big thanks.😍 THANK YOU BIG MUSCLE NUTRITION",
627,jackshubh,Bad,1,16-Nov-21,Not good,
628,Rahul Kanwal,For adults only,5,1-Jun-21,This product is very useful. But it is only recommended for ADULTS not for children and people with no gym hours.But very usefull product . Tastes well .,
629,Neha Lotankar,Good product,4,18-Jul-22,It is good for beginners and the best taste for whey supplement,
630,rajit,Not good at mixing,2,27-Nov-21,This banana flvr doesn't mix well water you do.. don't buy bana flvr,
631,Rahul Manameddy,Packing delivery on time,5,3-Nov-20,Falvour was osum.....best product for beginners...i don’t like serving contain or protein level is low....overall this product was great for me n i get some result,
632,prabir kumar bhattacharjee,well,5,3-Feb-22,as expected,
633,Burhan k.,Benefits,3,12-Nov-21,I am using this product since a long time and have got the good results .The Belgian chocolate is the best flavour so far and I would recommend this for Beginners .,
634,Amazon Customer,Company says 25g per scoop but it actually give 11g per scoop,1,24-Mar-22,Company says 25g per scoop but it actually give 11g per scoop,
635,Sumit Kashyap,Fake product.,1,6-Feb-21,It's a fake product by amazon it's too much sweet in taste very poor mixibilit.I have used lot of products but this one is totally fake.plsss don't waste your money. Buy it from it's own site not from amazon.,
636,Harsh,Good product looking good not taste yet,4,3-Dec-20,"The media could not be loaded.
                



 Good product as seen in image i get 100g Real CREA 3g serving not taste yet but looks good go for itIf you are beginner then dont think twise go for it",
637,AMMAR QUASMI,Big Muscle👍,5,28-Oct-20,I am reviewing this after 1 month of use. Nice and effective product. It's working and I am happy with my transformation.Digestion and flavour is awesome.,
638,piyush priyanshu,Please don't buy it,1,28 April 2022,"Don't buy ,it is too sweet and I don't think it works .they have changed product .",
639,Abhishek Kumar Singh,Perfect for beginners and Intermediate.,5,14-Sep-21,"It is a perfect products for beginners and as well as for intermediate, it is good in Taste and also solubility is good.",
640,AKASH KUMAR,"Great Taste, Expected Effect",5,3-Dec-21,"Will post a detailed review later, for now it has great taste and gives good amount of strength during workout and post recovery. Would recommend it.",
641,Damini,Best in taste recovery and mixability,5,26-Nov-21,It is best under buget it's my 3 box flavour is very good mixability result and recovery are also very good.,
642,Amit Jangir,Worthless taste,1,2-Jun-22,"It tastes like chewing gum, not a strawberry. Also on complaint there was no support from Amazon customer support.",
643,Rishi dev,Poor,1,24-May-21,Less then 1kg as it mention that it is 1kg but notFlavor is like cereal for kids totally suger powder hate it,
644,Shri om,For beginners,4,29-Dec-21,"Bought it for 1st time, waiting for results..will continue for 2-3 months...rest depends on how it react to my body.... Yes must say it has good taste.",
645,Snehlata Mishra,Fake product,1,16-Oct-21,Although bigmuscle is good but they supplied something else this time.Flavour and taste is very bad and doesn't looks like the previous caffe latte flavour.,
646,sayam,Worst,3,10-Aug-21,The protein isn’t good even for beginners. I have been using proteins from the past 4 years and this is one of the worst proteins i ever had. So don’t buy instead go for muscle blaze,
647,Paritosh,Amazing product!,5,17-Aug-22,Love the taste. The only issue is that the measuring scoop was wayy too down in the powder! Rest everything is excellent!,
648,Garvit,Healthy,5,11-Jun-21,The flavour is so good and i am taking this from last one year the results are really very hood and main thing is the scoop gives good amount of protein and less amount of fat,
649,Mayur,Very sweet in taste,3,9-Oct-21,Overall it’s a good product. I can not talk about the results. The only issue I have is that it’s a very sweet in taste.,
650,Pawan kumar,Great product at 1299 rupees,4,30-Nov-21,"If you are in search of a good protien shake, go for it, it's good for the price, even you won't be able to find a whey around this price.",
651,rishabh sagar,Sooooo Goooood,4,28-Oct-20,"Thanks Big muscle.. its really good supplement.The product is nicely soluble, nice taste, nice package and the pricing is also affordable , students, hostlers any can buy at this range. Keep working out n keep drinking.",
652,Prathmesh Ahirrao,Taste was bad 😷😷😷😷😷😷😷,1,16-Aug-21,Strawberry flavour was just 🤮🤮🤮🤮🤮Don't buy it.,
653,Amar Nalawade,"Great product, go for it bro, Best protein powder you will find on amazon",5,9-May-20,"I was Recommended by my Gym trainer, and i used the whole pack andThe results are really great.",
654,priyanka dutta barua,Good protein at this price,4,17-Feb-22,"I have already bought 2 tubs of this and it's really good. The taste is subtle, not very strong chocolate which I like.",
655,kamal,I got fake product,5,21 April 2022,This time I got fake product totally worst whey protein like milk powder flavor also milk powder .,
656,Arun sharma,Packing was tempered.. Not an original product..,1,21-Jul-21,Fake product.. Please do not invest your money in big muscle gold whey..silver foil seal was tempered while plastic packing on cap of jar..Your health is priority..,
657,Stanly Paul Mandal,Good product.,5,30-May-22,"The taste is good, and gets the job done.I am using products from this brand for 5 months now and I have no complaints.",
658,Parag Barke,Very good🙌,5,7-Dec-21,"I had almost all the flavours of these product i had liked the caffe latte the most then strawberry, all areband good to taste. try it out",
659,sameer ranjan patra,Ok,3,5-Dec-21,Ok,
660,Aniket Tyagi,Amazing Product,5,29-Nov-21,"Great quality, Choclate is my favourite flavour so far but that's my opinion. Mixes well. So many flavours to try! I find really effective post workout...",
661,SAIF,Finally Tasty Supplement,5,27-Dec-21,Great Taste and definitely helps... Happy with the product and will buy again.,
662,Vikramjit,Product is not good as it has very poor results. So don't buy it,2,3-Dec-21,Product is not good as it's results are very poor. It seems to be duplicate or fake product. So do buy it.its useless.,
663,Amazon Customer,Bad quality,1,12-Aug-21,Does not mix well and not get result. I think it is milk powder,
664,Amit ku,Verry effective product,5,23-Jun-22,The media could not be loaded.,
665,Govind verma,Dublicate product,1,1-Dec-21,"Dublicate product it's just an powder i dont think it is protein , i was having ON WHEY ISOLATE , IT WAS VERY THICK as compare to this product, don't buy",
666,md saad,"Cheap whey protein, go for it.",4,25-May-21,All thing is OK.But test should be better.,
667,Eddy Verma,"Not a protien, its like milk powder mix with chocolate",1,10-Oct-21,"Not a protien, its like milk powder mix with chocolate. They make us fool on the name of big brand. I suggest you to not buy this product.zero quality, taste is so bad",
668,Premkumar.k,"Bottle not finished yet,seems to be good",3,13-Aug-21,Good flavour,
669,Girish kotiya,Useless,1,23-Mar-21,It caused me fisher. And its fake and cheap. 🥺 ranveer singh should not promoted such cheap products.,
670,Sangeeta s.,Superb and effective,5,29-Jan-22,Since i was on calories deficit diet . So I prefered this and it helped a lot . I can see the results with proper muscle gain.,
671,Sahil kumar singh,Cheap and best,5,12-Oct-21,This is 2nd time I'm using bigmuscles. Flavor and absorption was good. It can best for beginners and also for intermediate. Why to spend on flavorless.,
672,Rama,Very bad quality,1,11-Mar-22,"The media could not be loaded.
                



 I don't like anything on this product testing, quality, delivery timing very very bad 😞😞😞",
673,Pranav,Not Good at price of 1500/-,1,30-Jan-22,The teste of Bigmuscles Nutrition Premium Gold is Not Good and Overall experience BAD...If you spend 1500/- then go for Power US...,
674,Amazon Customer,Product  is good but look at the box I received,3,13-Jan-21,"The media could not be loaded.
                



 Transportation  is patheticChk thr pic rhe box I recently received",
675,Divyansh Sharma,Poor Mixability,3,25-May-21,Product seems good but mixability of the product is extremely poor compared to other brands,
676,Rohit Sharma,Great produc,5,7-Oct-20,100% genuine product and mixability is also good Best in the list acc to the price .....strongly recommended specially for bufget conscious beginners,
