,review_helpful_vote,review_text,review_rating
421,One person found this helpful,I have purchased this product during the diwali sale on Oct 22 and now the adaptor doesn't work. A product worth 43k having an adaptor life of 22 days... I don't even know what else to do now. Removed the sim and started using old broken phone since morning,3.0 out of 5 stars
422,One person found this helpful,I am using iPhone from last 8 years. This model no need to carry power bank(for me) compared with iPhone 6s and 7,5.0 out of 5 stars
423,0,"People who say iPhone XR has inferior display, please use before u judge based on specs. I’ve been using Pixel and recently switched to iPhone XR and I loved it. Battery life is unrivalled and Fave ID is charm.",5.0 out of 5 stars
424,One person found this helpful,"5 star quality... 1st apple product for my wife and in the family, Very good phone, clear crisp sound quality, Amazing display ... Apple doesn't compromise with it's product. Highly recommended.",5.0 out of 5 stars
425,One person found this helpful,This rating is not for the product.... Its for the seller... Who has delivered the product with scratches on the back panel.....,2.0 out of 5 stars
426,One person found this helpful,Nice products battery life is very good. Camera is ok. Amazon delivery is wrost as i have to ordered it twice. In between i suffer loss of 2500 rs as price has been increased after best discount period has gone.,4.0 out of 5 stars
427,0,I am so happy with amazon.!! Good price and get it on time and yes perfect original product..!! Iphone XR 64 gb  if you allrdy using iphone than u will love it and u buying is first time than u wll flll in love for sure ..!!! I am giving this review after using my iphone XR for more than month..!! So trust me guys its good and original product.!!!,5.0 out of 5 stars
428,One person found this helpful,I just loved it! Brother just bought iPhone 11 and I thinks the XR battery life is better than 11 and 11 has heating problem. I loved the phone its fast fast and very fast with fabulous camera,5.0 out of 5 stars
429,2 people found this helpful,"Not happy with the mobile , let me know if u guys can send new mobile or can give a option to upgrade to iphone 11 . Let me know what best can be done .",1.0 out of 5 stars
430,0,The first thing you notice about XR is it’s battery. Super long battery of more than 24 hours. Rest is exactly as it should be in an iPhone. Camera also needs a special mention. Great camera.,5.0 out of 5 stars
431,0,"Does what it is supposed to do. True iPhone, no exceptions.",5.0 out of 5 stars
432,2 people found this helpful,Gud phone ...camera is super..,5.0 out of 5 stars
433,0,iPhone XR does not have finger print reader as it’s unlocked with face reading..,5.0 out of 5 stars
434,0,"My infact upgraded from my iPhone 7 to XR. It’s been more than a month I am using it and has no issues. Amazon had the best rate and it is during the Flash sale , I picked it up at 49,999/-.  Their delivery was prompt and was prior to the committed date. My IPhone XR has a fantastic camera, a fast processor, exceptional battery life and high quality display.",5.0 out of 5 stars
435,0,There is nothing much to say specially about iPhone. I have used several android devices and I switched to iPhone XR from OnePlus 6. Simply this switching is fabulous experience to me.,5.0 out of 5 stars
436,0,"Got it for 39000 in the great Indian sale along with exchange (redmi 4) and using SBI credit card. Anawesome phone. Once we use iPhone, android phones seem cheap. You start appreciating little details that Apple has done to make this phone worth its price and hype. If you can afford, then close your eyes and bye it. You will not be disappointed",5.0 out of 5 stars
437,3 people found this helpful,The box was not sealed and looked re-packed.,1.0 out of 5 stars
438,0,I have used iPhone since so many years,5.0 out of 5 stars
439,0,Got this phone at a discount price in amazon. Slightly heavy but good looking phone with terrific battery life. The phone is fast with a very responsive face detection.,4.0 out of 5 stars
440,One person found this helpful,Genuine product received from seller Darshita Electronics.Everything is fine after 7days of use.One thing is the set getting heat whenever large file is being downloaded or playing game.Rest everything is just cool.I’m loving it.,5.0 out of 5 stars
441,0,"Awesome phone, great battery life it can last upto 2 whole days, face ID works great even if you are in dark room. Screen size perfect so that we can do tasks using single hand. Will get long term support. 5w charging adapter works well but it's good to have 12w charger than 5w.",5.0 out of 5 stars
442,One person found this helpful,"Feel big for iPhone 7,8,6 users.",5.0 out of 5 stars
443,One person found this helpful,"I love iPhone XR very much. It is user friendly, top notch though there are compromises compared to the other models especially the flagship ones. Overall, it is a highly recommended phone for all the Apple fans and iPhone lovers. Thank you Apple!!",5.0 out of 5 stars
444,0,"Make sure you read all instructions, check package and then give OTP. the phone was brand new and is working great. had reservations about online delivery but this experience was seamless. Good to get this discount at discount. Excellent product.........iphone XR is jet fast. loving it.",5.0 out of 5 stars
445,0,"Awesom, getting 1day full and few hrs more. 3hrs of Pubg, 2hrs of skype meeting, calls msgs, songs, internet. Finally iPhone had worked on battery. This is all from normal mode.  Pow power  mode is even better.",5.0 out of 5 stars
446,0,Dont go by the reviews that mention fake product !! Its very much iphone xr that i ordered !! How the phone is would b a very personal view point but it’s definitely not a fake !! Thank god i went by my instincts and got a great deal,4.0 out of 5 stars
447,One person found this helpful,Super smooth and premium product nice camera good battery life quick face unlock even in dark. Plays heavy games with high graphic settings without any lag. Overall a very good product,5.0 out of 5 stars
448,One person found this helpful,"There is a problem of signal. It is frequently going, where as other make mobiles are having good signal. Now the voice of video has also become very low. Not a good buy.  Can any guide where to report the issue.",1.0 out of 5 stars
449,0,"I like everything about this product. I ordered this iphone xr on end of festive sale and Amazon delivered the product in the given time period. Everything in this phone works good and fine , no doubts. Amazon gives 100% product to us, they never unsatisfied me. At the end Product's performance outstanding . Amazon delivery also secure?.",5.0 out of 5 stars
450,One person found this helpful,Really really good product..if you have budget of 50-60k you should definitely go for iphone XR..excellent batterylist last of 1 and half day..brilliant camera and superb portrait mode !! Ive purchased in 52k in amazon sale..it is surely value for money !!,4.0 out of 5 stars
451,0,I like this phone.,5.0 out of 5 stars
452,0,"I got iphoneXR at very reasonable price. The apple company has made one thing better in this model i.e. battery life. The phone runs for 2days with full charge. there is no finger print reader in this model although face id is very accurate, it scans your face even in the dark. There is no doubt about the picture quality when it comes to iphone.",5.0 out of 5 stars
453,One person found this helpful,I am big Apple fan from almost decade ?and they have never disappointed either on the hardware side or the iOS( operating system). Got this from amazon deal at very attractive price,5.0 out of 5 stars
454,0,It is really a good one by apple. Easy to use and very fast processor. I just love it... and big advantage is it supports dual sim but now the price has been dropped to 54990 by apple in india,4.0 out of 5 stars
455,0,Ya really super phone/they’re confusing to(AirPods &Earpods) this phone with EarPods with lightening connector only not for Bluetooth AirPod ur clearly understand then u will pay,5.0 out of 5 stars
456,One person found this helpful,"I switched from Android to iOS through this and so far it's been amazing, the battery goes 1.5 day with heavy use, camera's awesome and the new iOS 13 gives all the features that you need.",5.0 out of 5 stars
457,0,"They gave me a faulty phone which i came to knew after one month,",1.0 out of 5 stars
458,0,The product is excellent.,5.0 out of 5 stars
459,One person found this helpful,Nice phone. Worth buying for the price. Only regret is the price went down by 3000 rupees within one day.,5.0 out of 5 stars
460,3 people found this helpful,I have not yet opened as the outer cover seems damaged,3.0 out of 5 stars
461,0,After using it for 6 days properly . The phone started to hang it automatically restarts and gets stuck on apple log had to format my phone 2 time. Apple service center could not detect the problem . THEY Said it should be sent to bangalore for repair due to some motherboard issue . So i dnt want all that headache i want my phone replaced by a new sealed pack same iphone,1.0 out of 5 stars
462,0,No lesser than iPhone XS Max,5.0 out of 5 stars
463,0,"At Rs 35,000 (big billion sale + exchange offer), its a steal. For phone review, go to google - there are plenty of XR reviews. As good as it gets",5.0 out of 5 stars
464,0,"What a phone . Display is not a concern ,it's brilliant even it's 720p.build is excellent .",5.0 out of 5 stars
465,0,"It's a very pretty and good looking mobile. Performance wise, it is super smooth. Camera is as good as iPhone XS, portrait mode is also good enough.  And the best part is, being an iphone it has a long lasting battery. Though it has LCD, but you would hardly be able to find any difference between this and OLED. Size is perfect, infact everything is perfect and cool!",5.0 out of 5 stars
466,One person found this helpful,The phone is definitely not performing per iPhone standards - frequent Call drops ( the issue is not with network provider ) and battery life is worse than iPhone 8.,2.0 out of 5 stars
467,0,"Back glass of Iphone got broken after one month of buying without any prior incident. Disappointed with the service provided by Amazon. If something happens to our product, Amazon will be saying to contact Manufacturer.",1.0 out of 5 stars
468,0,"Face ID is very very slow. There seems to be a problem with the microphone. There is an issue with the sensors. Microphone issues, touch issues. I’ve been trying to raise a complaint but the amazon support team is always redirecting me to the apple website. I’ve been unable to return this item since I’ve discovered the problems. I really need assistance on this matter.",1.0 out of 5 stars
469,One person found this helpful,Great phone = great battery life + great camera especially in low light + great security and face recognition. Very happy and bought it at the right time before the prices went up again.,5.0 out of 5 stars
470,2 people found this helpful,Like the luk and fallen in love on firstsight. Feel great when unlookers give an appreciative glance. Invaluable asset.,5.0 out of 5 stars
471,0,"In portrait Camera - while taking a photo of a substance or anything (other than people)it always says ‘person not detected’. portrait function is only for people , not for the object.",5.0 out of 5 stars
472,0,"What to say it’s Apple amazing man but when you’re buying this mobile better you should buy a CaseAlong with it because the backside of mobile is slippery and made of plastic plus glass,,Worth to buy it",5.0 out of 5 stars
473,One person found this helpful,This is the best product from apple till date.,5.0 out of 5 stars
474,One person found this helpful,I just love it.it has got all I want.good camera decent battery life good sound etc etc.and the display do not give me any problems.if there is something to complain about it is the price.,4.0 out of 5 stars
475,One person found this helpful,"Superb smartphone. Certain features of Apple makes it completely class apart. Great battery backup, extraordinary camera quality, support of dual sim etc segregate it from the other brands.",5.0 out of 5 stars
476,0,Best value for money in iphone . I am extremely satisfied with the purchase with no worry for storage for this 256 GB model. Wireless charging is just wow.,5.0 out of 5 stars
477,0,"Its a perfect phone, though a bit heavy coz of the metal body. I got this in red colour which is my favourite and its such a settled red, basically its a mixture of red and maroon. Camera quality is also good not the best as compare to other apple phones. Overall i love my phone as its a gift from my darling husband.",5.0 out of 5 stars
478,0,Timely delivered. Gr8 deal from amazon. Few months back I ordered one plus mobile from same seller. They delivered original product.,5.0 out of 5 stars
479,2 people found this helpful,Simply love XR! Battery life is great and I’m not really missing the telephoto lens! Do buy product red as it support AIDS Research.,4.0 out of 5 stars
480,0,The product is working fine. Just as expected from apple product. However there were two scratch marks on the sides of the phone just after unboxing which is very strange,4.0 out of 5 stars
481,One person found this helpful,It’s always a charm to use iPhone. Ease of use and fast response are key.,5.0 out of 5 stars
482,2 people found this helpful,This phone is hanging n seller is not returning or changing this phone I tried many times but,1.0 out of 5 stars
483,0,"I have been an apple patron for a while.. I Started using the Iphone 3, 5, 6, 7 and now i bought the XR.. I honestly feel that its terrible.. Just a hype build around it.. The Face ID never works, the camera gets stuck on its portrait mode.. My honest feedback is not to but the iPhones anymore. Just will have to say that Apple lost itself a good customer..",1.0 out of 5 stars
484,0,"Excellent phone I am happy I suggest u all to buy with amazon, because maintaining genuine sellers with good quality products and the biggest most important  thing is  customers support I am very much happy with amazon and their customers support. Hats off",5.0 out of 5 stars
485,0,I bought a new iPhone XR from amazon and the delivery was within 24 hours. It was a brand new pack sealed.,5.0 out of 5 stars
486,One person found this helpful,"While I started using this phone, I realized that my takes much longer time to get charged. However, other phones I have get charged quickly from their respective cables. I am unsure about the originality of the product received.",2.0 out of 5 stars
487,0,Not a value for money product.Apple is still giving 1amp charger with such expensive phone with almost 3000 mAh battery. The same charger is also  given along with 5s and also SE.,2.0 out of 5 stars
488,0,"Bought this cell phone for my retired father. He is a person who wanted a great battery life, good camera and great speakers with ease of use that is not present in any android cell phone in the market.",5.0 out of 5 stars
489,One person found this helpful,I have got the product in one piece that’s true but this product is defected one. Out of two speakers one is damaged. I am regulars IPhone user since from past 5 years and that’s why I could point it out. Amazon - kindly notice,1.0 out of 5 stars
490,One person found this helpful,The battery is not a 4000 mah  like many other phones these but still has a lot of life in it . This is my second IPHONE and the performance just outclasses any android phone,5.0 out of 5 stars
491,One person found this helpful,Excellent-The best we can purchase with small amounts purchased for 42999/- at offer from amazon,5.0 out of 5 stars
492,2 people found this helpful,Osome product but I suggest get iPhone 11 updated version of iPhone XR.,5.0 out of 5 stars
493,0,Beautiful phone. Great camera. I just feel that the phone gets heated a bit I guess I am not sure though as it’s my first day on this phone and have been constantly playing online games,4.0 out of 5 stars
494,2 people found this helpful,Value of money is excellent but little costly,5.0 out of 5 stars
495,One person found this helpful,evrything is good.problem compared with mi poco f1 Rs15000.waste of money..,1.0 out of 5 stars
496,One person found this helpful,"I love apple products, have been using them since 2009 and this is the finest iPhone I’ve ever used.",5.0 out of 5 stars
497,One person found this helpful,"I received my order yesterday and the voice recorder is defective, have spoken to apple support, after troubleshooting they recommended I get it checked at an authorised service centre as it seems to be a defected piece.",1.0 out of 5 stars
498,One person found this helpful,"I bought this phone on Big billion day. It was well packed and the phone is very good. Battery quality and camera quality is  amazing. Those who do not buy yet and thinking for it, go for it, it will not disappoint you.",5.0 out of 5 stars
499,0,"Size is bit over, good battery life than previous products. If you were using iPhone 6,6s or 7 might find it bigger to hold because it’s size is 6.1 which quite big for iPhone if you never used plus editions.",3.0 out of 5 stars
500,One person found this helpful,Faulty charging cable it charges phone only from one side. When buying online check every aspect before actually using it,3.0 out of 5 stars
501,0,The phone I received was defective. Please think twice about buying apple products as I faced the same issue with my MacBook Air. There is no solution provided by Amazon which was surprising as they use to have very good customer care. I feel I have wasted my money.,1.0 out of 5 stars
502,2 people found this helpful,The processor is not that speed as expected.,1.0 out of 5 stars
503,One person found this helpful,Just received the phone and checked for the warranty on apple site. It’s showing that purchase is not validated...after 4 hours again I checked. And smile on my face. Apple said your purchase is validated and warranty,5.0 out of 5 stars
504,One person found this helpful,"Amazon is sending defective devices, please don’t purchase.",1.0 out of 5 stars
505,0,Best phone for those users who really need a very good battery life. Camera supreb and video stabilization is just fabulous. Go for it ??  A bit bulky feels like u r carrying a mini RDX ??,5.0 out of 5 stars
506,0,I personally like Apple product. But my charger is not as good as it shout be like an apple product. After a moth of using my charger stopped working.,5.0 out of 5 stars
507,0,Overall the phone rates 4/5 considering the price of 49k for a128 GB. Camera quality is gud but just has the basic features and no advanced techs like the ones in oppo /Mi .Battery is gud .It will sustain a day for me (I don’t play games).Call function is what worries me in this phone.It gets stuck all of a sudden while attempting a call.,4.0 out of 5 stars
508,0,"First off all I would like say, the delivery boy of amazon is very polite with consumers.",5.0 out of 5 stars
509,2 people found this helpful,Faceid not functioning after 15 days.phone freezes once selfie portrait mode is activated.Face it does not work anymore now,1.0 out of 5 stars
510,0,Android no match to iOS.,5.0 out of 5 stars
511,One person found this helpful,"A gift for spouse, a bit on bulky side but an effective gadget",5.0 out of 5 stars
512,0,I've been using this phone for almost a month a now and this is the fastest smartphone I've ever used. I know this years iPhone 11 is faster than this but after watching a tons of comparison videos on YouTube I've decided to go with the XR. I don't think it's worth the extra bucks and I'm very satisfied with this purchase.,5.0 out of 5 stars
513,One person found this helpful,Amazing smartphone with best build auality and camera have amazing pictures and battery life is also good but only one problem back single camera after all money value product,5.0 out of 5 stars
514,0,Before buying this product i was so scared that what if the product is fake or may be used.,5.0 out of 5 stars
515,0,We bought the phone during sale period near Diwali. Its nice phone with big screen. Ideal for people who reply to emails or do a lot of work related chat on the phone. Batter life seems to be really impressive. It goes without charging for 1.5 days with constant internet connection.,5.0 out of 5 stars
516,3 people found this helpful,"The phone had a software problem, the microphone wasnt working.",1.0 out of 5 stars
517,2 people found this helpful,WoW experience,5.0 out of 5 stars
518,One person found this helpful,"This is clear update for me after iPhone 7. Camera quality is awesome. But the most impressive thing is battery life , it was seamless. You could miss 3D Touch but it’s ok .",5.0 out of 5 stars
519,0,"dont buy it as doesnt come with dual sim slot , for this esim required and in INDIA only jio and airtel provide e sim technology",1.0 out of 5 stars
520,0,Value for money as good quality and money wise but price daily coming down in the market as Amazon price and market price is down,4.0 out of 5 stars
521,0,"dont have to say much,  apple is apple and makes best phones,  once you buy apple you dont want to try any other phone,  it is amazing phone",5.0 out of 5 stars
522,2 people found this helpful,Heating so fast in use after 15 minute of use,2.0 out of 5 stars
523,0,Very very bad product accessories very cheap quality packing .....Also facing problem regarding warranty ........Just after 6 days of purchase ...Charger adapter and lighting cable ha failed ...And ...Apple care is also behaving badly ... Highly disappointed regarding .....Please give me a way to return my phone.....,1.0 out of 5 stars
524,0,"Really user friendly, user interface is buttery smooth..camera quality awesome( esp. portrait mode).. not sure how it compares to iPhone 11, I’m happy with this phone",5.0 out of 5 stars
525,0,"got a discount on hdfc card. bought it to gift some one else. As per the users response, its a good phone, works effectively",4.0 out of 5 stars
526,One person found this helpful,"Doesnot look like an original iPhone, keeps hanging its not even a week old. Doesnt take finger commands well n hangs continuously. Pathetic product. I need a replacement",1.0 out of 5 stars
527,0,I am loving it...!!!! Upgraded from android,5.0 out of 5 stars
528,One person found this helpful,Fingerprint reader is not there only face lock which is more than perfect,5.0 out of 5 stars
529,0,"Amazing battery life. Even on heavy use, the battery lasts the whole day easily. Iphone XR is super smooth, face unlock is fast and really impressed with the privacy option related to apps. Best iPhone to use for its 55K price",5.0 out of 5 stars
530,0,"This is my first iPhone XR.... After using the phone I realise why the iPhone is special....the features, screen touch, the look, are all awesome.... Happy To Be Purchase iPhone....",5.0 out of 5 stars
531,0,I purchased iphone for brand n its dual sim and i found it more value for money.,5.0 out of 5 stars
532,One person found this helpful,"The phone gets hanged during every incoming call .i practically have to cut it and call them back . NOT very please with Apple ,expected a better working phone for the price they charge.",3.0 out of 5 stars
533,0,Bought it during the second great indian sale for 41k. Though 3k higher than the 1st sale I am very happy to buy it as I know it’s a good deal. I am very much statisfied with the phone quality and delivery speed. But the packing quality should improve.,5.0 out of 5 stars
534,0,"In fact, the features and functions of this mobile are very good, especially the price is very low, which is 39 thousand only, and the mobile was delivered in a very short time, it is now priced at 45 thousand,",5.0 out of 5 stars
535,0,An excellent phone. Does what you need at super speeds. Face ID is a charm. I think I got an excellent deal in the Dussehra sale. Only thing which has dumbfounded me is the colour. Looks orange on screen and more pinkish in real life. Solved using a Spigen black cover.  Should have gone for black.,5.0 out of 5 stars
536,0,Received mobile through amazon while buying new set it self speaker ? problem still not received any feedback from amazon they  just sold the mobile not taking responsibility feel very bad. There is poor customer support since the amount of I phone XR ? Rs. 45k very huge.,1.0 out of 5 stars
537,0,"Have been using this fone since almost 1month, its simply adorable and a beauty (red colour)..camera quality is awesome, battery could have been improved a bit(16-18 hrs on full net usage)..",4.0 out of 5 stars
538,2 people found this helpful,In camera video and slow mo is not working properly and I haven’t received any bill neither hard copy nor soft,2.0 out of 5 stars
539,0,Feels good if you are using for the first time. Great feeling to hold iPhone :),5.0 out of 5 stars
540,One person found this helpful,Iphone xr came just today and it is having white line defect on my phone and amazon is not replacing my mobile i am feeling cheated i have spent all my hard earned money on iphone ?,1.0 out of 5 stars
541,2 people found this helpful,"I am very frequent user of Internet data, but IPhone XR battery is awesome. It long-standing two days. And camera qualities is also awesome. It’s value to money.",5.0 out of 5 stars
542,One person found this helpful,Not completely satisfied with the product as the dual sim on iphone is way too complicated. Battery and camera features is the best of XR.,1.0 out of 5 stars
543,0,"I am facing difficulty in disconnecting / hang up the call, when I remove the phone from my ears, the lights didn’t appear so that I can disconnect the call I need to wait for other person to disconnect the call from their end because there is no light on the screen. Most of the time the red button didn’t work at all.",4.0 out of 5 stars
544,0,Excellent mobile...bought it for 38000-2000(cashback)=36000rsesim jio prepaid working well..battery life excellent (1complete day for me),5.0 out of 5 stars
545,0,"Been using it from the past couple of months the phone has been great it’s my 1st iPhone as I’ve always been an android fan in the past , great battery life and very smooth . Can say it’s totally worth the price .",5.0 out of 5 stars
546,0,The product was just as good as an apple always is and the delivery was prompt. I am an apple user and I require all my gadgets to be in sync which is why I bought this. But always look according to ur requirement and then buy the phone that suits you best!,5.0 out of 5 stars
547,0,"Best iPhone you can buy at this price range. A pretty huge battery life, smooth interface and an outstanding camera.",5.0 out of 5 stars
548,0,"The phone is good don’t had any issues,but in box contents they wrote EarPods and gave normal earphones which is wrong information...they wil not give anything even sim card placement pin also",4.0 out of 5 stars
549,0,As the mobile is cool and fast performance and the interface is amazing as it is apple it feel the same all things are went good but only one bad thing its display as it is 720p display but slightly colour variable can be noticed but tho its good mobile at good price in apple,5.0 out of 5 stars
550,0,A big change for me was moving up from iPhone 7 Plus to this phone is the Face ID. It is super fast and very accurate.,5.0 out of 5 stars
551,0,"If you are buying just because of the brand name then go for it, else it's of no use.",2.0 out of 5 stars
552,0,"Upgrading from iPhone 6 (16GB) to iPhone XR (128) was the best decision I ever made. Everything is so perfect & optimize. Touch, display, camera, sound, processor, battery.. literally everything.  Apple needs to work on their latest iOS 13 though. (Also I’m getting more kills on PUGB:) Hands down to A12 Bionic.",5.0 out of 5 stars
553,One person found this helpful,Excellent iPhone in that too 40k. Camera battery and touch is Incomparable .,5.0 out of 5 stars
554,0,"128GB variant ,Used it for a month,Great performance. Excellent finishing and stylish. Face ID is powerful as it works even in pitch dark conditions. Camera is amazing . A bit bulky when u put a cover as the rear camera is significantly above the back surface of the phone.",5.0 out of 5 stars
555,3 people found this helpful,I got a different item,1.0 out of 5 stars
556,0,"This rating is only for the product not for  Delivery.  Till the last minute I was kept on my toes. The box was not completely in a sealed condition. Can Amazon answer for this? Coming to  Handset, No issues at all. It is simply amazing. One should know how to use it wisely. I would update my reviews after using it for few months.",5.0 out of 5 stars
557,2 people found this helpful,when i got this phone after unboxing i din't get the proper accessories in the box headphone is missing,4.0 out of 5 stars
558,2 people found this helpful,Screen becomes unresponsive very often and there's no way to restart the phone because the screen is unresponsive,1.0 out of 5 stars
559,0,Best phone from Apple after iPhone 7.,5.0 out of 5 stars
560,2 people found this helpful,Nice phone,5.0 out of 5 stars
561,0,"Product is good. Face ID works fast. Battery lasts longer than previous iPhones, depending on usage it can last up to a day. For heavy usage and gaming the battery lasts up to 6hours. Camera is good in daylight use. Low light photography is grainy. Overall a good product.",5.0 out of 5 stars
562,2 people found this helpful,"Finger print sensor is missing , the phone is bit heavy",4.0 out of 5 stars
563,2 people found this helpful,Good Priduct,5.0 out of 5 stars
564,0,"Face Recognition, Battery life & user interface is secondary. It’s an iPhone that’s it. Apple satisfies our high expectations. The Apple iPhone XR was Awesome. Really Worth it.",5.0 out of 5 stars
565,One person found this helpful,I got it at 31900 /- with exchange my old android phone .i never believed in this low price I can get dual sim iPhone with latest chipset.thanks to amazon to providing great discounts,5.0 out of 5 stars
566,0,I am a 6s+ user now upgrade to xR,5.0 out of 5 stars
567,One person found this helpful,"a good phone with nice camera, while being water resistant, provides a good battery even for backup for gaming.",4.0 out of 5 stars
568,3 people found this helpful,automatically restart some times,2.0 out of 5 stars
569,One person found this helpful,Phone is super fast u will never shift to android after using iphones. Only problem that few apps are not well designed for apple like voot they keep lagging rest everything no need to explain,5.0 out of 5 stars
570,One person found this helpful,I got this for 38 k. Good deal. Awesome to use.,5.0 out of 5 stars
571,0,Unbelievable product..Crafted to precision...Mobile at its best...Amazon deal is mind blowing..best place to get an IPhone...Delivery is fast...Camera is excellent...IOS rocks...No second thoughts...IPhone is the beast to own..Amazon is the place to go....,5.0 out of 5 stars
572,0,"Beautiful product, Got it @ ?38k during billion day sale.",5.0 out of 5 stars
573,0,"Battery, camera, face ID and everything works well. Slightly heavy and bigger, if you are not used to use large screen phones, but use will soon get used to it",4.0 out of 5 stars
574,0,"Needless to rate Apple any less. An year old Apple’s A12 bionic still outperforms SD 855. And iOS, such a beautiful liquid smooth OS that Android can never compete.",5.0 out of 5 stars
575,0,I have purchases this iPhone XR on New Year 2020 eve....and i can say that this is just awesome phone with great display and more important very gd battery performance....i just love this iPhone and want to recommend all those who are just thinking to buy new phone then this is for you.....,5.0 out of 5 stars
576,0,"It’s been 2 months I have purchased the XR, everything seems to be fine I.e, bigger in size, good battery life and advanced processor.",5.0 out of 5 stars
577,2 people found this helpful, I love iPhone,5.0 out of 5 stars
578,0,"1. When i started new product it asked for setup of apple id and in the process, product was heating 20+ degree and suddenly restarted half the way.",1.0 out of 5 stars
579,0,Camera picture is yellowish.,4.0 out of 5 stars
580,0,First thing that strikes you is the colour. Vibrant and really nice,5.0 out of 5 stars
581,One person found this helpful,I have bought iphone xr through amazon sound quality is wrost speaker is pathetic when i approached them to return they clearlly denied....very bad exeperience.,1.0 out of 5 stars
582,One person found this helpful,"Defiantly iPhones are costlier than other brands, nowadays other brands like one plus are also selling phones at 50 k but the quality between iPhone and others are at no comparison",5.0 out of 5 stars
583,0,Camera is awesome ... both for selfie as well other photography .. and fast interface .. only minus point is battery life time ..But yeah rest all features are good which makes this phone special !! Loved using it.,5.0 out of 5 stars
584,One person found this helpful,PRODUCT RECEIVED IN GOOD CONDITION BUT FACE RECOGNITION FEATURE AND BACK CAMERA IS NOT WORKING WELL.THE I PHONE SUBMITTED TO I PHONE SERVICE CENTER LAST WEEK FOR REPAIR.,1.0 out of 5 stars
585,One person found this helpful,Got it in 38k at the sale.,5.0 out of 5 stars
586,0,The best iPhone till date.,5.0 out of 5 stars
587,0,"It’s a fantastic iphone. Perfect size, display is good, battery life is incredible. Camera results are excellent and comparable to xs and xs max. Super fast bionic A12 on board handles everything superbly.",5.0 out of 5 stars
588,0,"Ohh...what can I say about this phone... just one word- AWESOME. I think it’s better than iPhone 11 in almost every aspect. The portrait mode is outstanding. If anyone is using iPhone 6,7 or 8, then this is next iPhone for you...",5.0 out of 5 stars
589,One person found this helpful,face recognition is very fast,5.0 out of 5 stars
590,0,"iOS to Android (one plus and must admit, the phone is amazing and I’m still amazing), but back to iOS and do not regret. There are soo many little things that does make the difference and leaves the user with WOW feeling! XR is a bit thick but with time we get used to it.",5.0 out of 5 stars
591,0,There was a hardware failure just in less than one month of purchase.  Amazon takes no responsibility of replacing it and I am working with iCare to fix it. It may even cost me to get it fixed. I was extremely unhappy with this phone and the post sale service.,1.0 out of 5 stars
592,0,"Just unboxed and found defect in screen. On informing Amazon, I was first assured for replacement and then amazon changed stand and asked me to contact apple care for examining mobile and creating inspection sheet even though problem is clearly visible and accepted by amazon as well.",1.0 out of 5 stars
593,2 people found this helpful,"the phone is bogus nd it gets heated ,sometimes charger does nt work.camera is average,plz dont buy from amazon",1.0 out of 5 stars
594,0,Worth of upgrading-,5.0 out of 5 stars
595,One person found this helpful,"One of the best camera in this price range, mind-blowing photo and video quality plus not to mention the best ever battery life on any Apple device I've used so far.",5.0 out of 5 stars
596,0,Disappointed that it doesn't come with finger print scanner just face unlock. Otherwise it's a good apple phone if u r tight on budget,5.0 out of 5 stars
597,0,Battery life is good,3.0 out of 5 stars
598,0,"Bought two phones on this sale. One is this awesome iPhone XR and another Samsung phone. iPhone is so awesome that I am in love with its touch, display , camera and sound quality and everything. Its very costly but I love this. Whilst others phone that I purchased was a big mistake.",5.0 out of 5 stars
599,0,"Was a little doubtful while purchasing since i was not sure to receive a genuine Apple iPhone but received absolutely a genuine one. Working perfectly till date. The only thing I don’t like about this iPhone is that it takes a lot of time for charging. But its okay, it’s manageable.",5.0 out of 5 stars
600,One person found this helpful,It’s Apple and behaves like one! It’s slightly on a heavier side and a bit too big considering it’s 6.1 inches.,5.0 out of 5 stars
601,0,I have moved from 5S to XR -and it is a mind blowing experience.,5.0 out of 5 stars
602,One person found this helpful,Battery life is okay camera is awesome everything,5.0 out of 5 stars
603,0,"After Apple reduced its price, iPhone XR did become affordable when considering its features. What I received was how it was described on Amazon.",5.0 out of 5 stars
604,0,Reviewing after one month of use.,4.0 out of 5 stars
605,0,"Good battery life, amazing sound quality and camera is very good. Really love my first apple product.",5.0 out of 5 stars
606,0,They have no fingerprints but face unlock is not compare to other its awesome battery is very very good and camera is best and iPhone is the iPhone not compare to other brand and most best thing is it is duel sim wow.......only not giving fast charging adaptor supported but u have to pay extra,5.0 out of 5 stars
607,One person found this helpful,I was first hesitant about buying iphone xr after all the negative review....it has been 10 days and it is really a wonderful product.i got this deal for 38999 from amazon.,5.0 out of 5 stars
608,One person found this helpful,Not charging fast as intended and battery discharges too quick. Needs replacement. Quick guide please. Phone stuck in between use of apps. Contact @8249530210/7873655744,3.0 out of 5 stars
609,0,The phone freezes frequently. Battery doesn’t last long. On the whole I am very disappointed with the  phone. Did not expect this from Apple.,2.0 out of 5 stars
610,0,Excellent Model with extraordinary deal during the festival season. I love Apple products and this is no difference. Quality of Photos is awesome. Battery life is better but i still feel can be improved. However for my usage it is ok.,5.0 out of 5 stars
611,0,"I shifted from android to this iphone , it really worth with all new amazing and premium experience . The battery life is far better than my expectations from iphones . I got this phone for 43k and I feel it’s absolute value for money.",5.0 out of 5 stars
